WikidataID,itemLabel,en_description,sitelinks
Q489663,Hitchcock County,"county in Nebraska, United States of America",40
Q489668,Hamilton County,"county in Nebraska, United States",41
Q489673,Nemaha County,"county in Nebraska, United States",41
Q489677,Johnson County,"county in Nebraska, United States",41
Q489682,Logan County,"county in Nebraska, United States",41
Q489684,Pawnee County,"county in Nebraska, United States",40
Q489687,Webster County,"county in Nebraska, United States",41
Q489690,Hayes County,"county in Nebraska, United States of America",40
Q489702,Hooker County,"county in Nebraska, United States",40
Q489711,Thomas County,"county in Nebraska, United States",40
Q489716,Nance County,"county in Nebraska, United States",40
Q489729,Kimball County,"county in Nebraska, United States",41
Q489735,Keya Paha County,"county in Nebraska, United States",40
Q489743,Greeley County,"county in Nebraska, United States",41
Q489747,Rock County,"county in Nebraska, United States",40
Q489751,Sioux County,"county in Nebraska, United States",40
Q489762,Richardson County,"county in Nebraska, United States",39
Q489767,Garfield County,"county in Nebraska, United States",40
Q489783,Garden County,"county in Nebraska, United States",39
Q489787,Gosper County,"county in Nebraska, United States",41
Q489939,Jefferson County,"county in Nebraska, United States",43
Q490671,Custer County,"county in Nebraska, United States",40
Q490678,Red Willow County,"county in Nebraska, United States",39
Q490683,Dakota County,"county in Nebraska, United States",42
Q490695,Douglas County,"county in Nebraska, United States",42
Q490703,Dodge County,"county in Nebraska, United States",40
Q490710,Dixon County,"county in Nebraska, United States",41
Q490740,Clay County,"county in Nebraska, United States",43
Q490769,Cherry County,"county in Nebraska, United States",40
Q490779,Cedar County,"county in Nebraska, United States",42
Q490784,Dawson County,"county in Nebraska, United States",41
Q492310,Antelope County,"county in Nebraska, United States",43
Q495719,Thayer County,"county in Nebraska, United States",38
Q495799,Sherman County,"county in Nebraska, United States",40
Q495834,Saunders County,"county in Nebraska, United States",39
Q495965,Valley County,"county in Nebraska, United States",40
Q495969,Sheridan County,"county in Nebraska, United States",40
Q495979,Washington County,"county in Nebraska, United States",43
Q495985,Stanton County,"county in Nebraska, United States",40
Q495990,Scotts Bluff County,"county in Nebraska, United States",39
Q496003,Pierce County,"county in Nebraska, United States",41
Q496009,Sarpy County,"county in Nebraska, United States",40
Q496025,Perkins County,"county in Nebraska, United States",41
Q496031,Otoe County,"county in Nebraska, United States",41
Q496045,Saline County,"county in Nebraska, United States",40
Q496070,Platte County,"county in Nebraska, United States",40
Q496077,Polk County,"county in Nebraska, United States",41
Q496086,Harlan County,"county in Nebraska, United States",41
Q496091,Fillmore County,"county in Nebraska, United States",41
Q496096,Lincoln County,"county in Nebraska, United States",41
Q496104,Howard County,"county in Nebraska, United States",42
Q496115,Phelps County,"county in Nebraska, United States",41
Q496125,Frontier County,"county in Nebraska, United States",41
Q496132,Madison County,"county in Nebraska, United States",40
Q496139,Holt County,"county in Nebraska, United States",41
Q496146,Nuckolls County,"county in Nebraska, United States of America",38
Q496152,Hall County,"county in Nebraska, United States",41
Q496169,Furnas County,"county in Nebraska, United States",40
Q496176,Merrick County,"county in Nebraska, United States",39
Q496737,Jefferson County,"county in Montana, United States",41
Q496744,Treasure County,"county in Montana, United States",40
Q496751,Roosevelt County,"county in Montana, United States",41
Q496758,Ravalli County,"county in Montana, United States",41
Q496764,Valley County,"county in Montana, United States",40
Q497652,McCone County,"county in Montana, United States",39
Q502511,Thurston County,"county in Nebraska, United States",40
Q502554,Golden Valley County,"county in Montana, United States",42
Q502569,Knox County,"county in Nebraska, United States",39
Q507266,Kearney County,"county in Nebraska, United States",40
Q8051993,"Yellowstone National Park (part), Montana","former county-equivalent in Montana, United States",1
Q48850,Sioux County,"county in North Dakota, United States",38
Q48856,Rolette County,"county in North Dakota, United States",40
Q48863,Eddy County,"county in North Dakota, United States",40
Q48867,Hettinger County,"county in North Dakota, United States",40
Q48874,Wells County,"county in North Dakota, United States",41
Q48878,Pierce County,"county in North Dakota, United States",38
Q48891,LaMoure County,"county in North Dakota, United States",40
Q48896,Logan County,"county in North Dakota, United States",40
Q48902,Nelson County,"county in North Dakota, United States of America",40
Q48905,Mercer County,"county in North Dakota, United States",39
Q48910,Griggs County,"county in North Dakota, United States",40
Q48917,Emmons County,"county in North Dakota, United States of America",39
Q48920,Pembina County,"county in North Dakota, United States",39
Q48926,Golden Valley County,"county in North Dakota, United States",39
Q48927,Ward County,"county in North Dakota, United States",41
Q48931,Foster County,"county in North Dakota, United States",38
Q48933,Oliver County,"county in North Dakota, United States",40
Q48937,Ramsey County,"county in North Dakota, United States",39
Q52250,Iron County,"county in Wisconsin, United States",39
Q109846,Chippewa County,"county in the state of Minnesota, United States",44
Q109851,Benton County,"county in Minnesota, United States",45
Q109981,Douglas County,"county in Minnesota, United States",43
Q109986,Aitkin County,"county in Minnesota, United States",45
Q110340,Blue Earth County,"county in Minnesota, United States",43
Q110491,Beltrami County,"county in Minnesota, United States",44
Q110495,Anoka County,"county in Minnesota, United States",43
Q110684,Cottonwood County,"county in Minnesota, United States",43
Q110900,Brown County,"county in Minnesota, United States",43
Q111421,Cass County,"county in Minnesota, United States",44
Q111549,St. Louis County,"county in Minnesota, United States",45
Q111566,Becker County,"county in Minnesota, United States",44
Q111694,Dakota County,"county in Minnesota, United States",42
Q111831,Clay County,"county in Minnesota, United States",45
Q113056,Dodge County,"county in Minnesota, United States",43
Q113255,Big Stone County,"county in Minnesota, United States",43
Q113275,Carver County,"county in Minnesota, United States",43
Q113333,Crow Wing County,"county in Minnesota, United States",44
Q126829,Richland County,"county in North Dakota, United States",39
Q127184,Chippewa County,"county in Wisconsin, United States",40
Q135328,Grand Forks County,"county in North Dakota, United States",41
Q135330,Kidder County,"county in North Dakota, United States",40
Q202454,Walworth County,"county in Wisconsin, United States",41
Q280815,McIntosh County,"county in North Dakota, United States",41
Q280820,McLean County,"county in North Dakota, United States",39
Q280826,McHenry County,"county in North Dakota, United States",39
Q280838,Mountrail County,"county in North Dakota, United States",40
Q280844,McKenzie County,"county in North Dakota, United States",39
Q282188,Stark County,"county in North Dakota, United States",39
Q351887,Adams County,"county in Wisconsin, United States",41
Q370654,Waukesha County,"county in Wisconsin, United States",40
Q372796,Dodge County,"county in Wisconsin, United States",41
Q376102,Polk County,"county in Wisconsin, United States",40
Q431440,Lafayette County,"county in Wisconsin, United States",40
Q484133,Eau Claire County,"county in Wisconsin, United States",42
Q489163,Green County,"county in Wisconsin, United States",41
Q490477,Oconto County,"county in Wisconsin, United States",39
Q490482,Bayfield County,"county in Wisconsin, United States",41
Q490550,Door County,"easternmost county in Wisconsin, United States; a peninsula and nearby islands in Lake Michigan and Green Bay",47
Q493529,Columbia County,"county in Wisconsin, United States",41
Q494893,Brown County,"county in Wisconsin, United States",44
Q494899,Crawford County,"county in Wisconsin, United States",40
Q494912,Fond du Lac County,"county in Wisconsin, United States",39
Q494916,Barron County,"county in Wisconsin, United States",41
Q494919,Dunn County,"county in Wisconsin, United States",41
Q494923,Trempealeau County,"county in Wisconsin, United States",39
Q494926,Calumet County,"county in Wisconsin, United States",42
Q494931,Ashland County,"county in Wisconsin, United States",41
Q494936,Douglas County,"county in Wisconsin, United States",39
Q494943,Buffalo County,"county in Wisconsin, United States",40
Q494947,Lincoln County,"county in Wisconsin, United States",41
Q494952,Burnett County,"county in Wisconsin, United States",40
Q494958,Clark County,"county in Wisconsin, United States",40
Q495315,Kenosha County,"county in Wisconsin, United States",41
Q495326,Langlade County,"county in Wisconsin, United States",38
Q495332,Wood County,"county in Wisconsin, United States",42
Q497424,Oneida County,"county in Wisconsin, United States",41
Q500598,Sheridan County,"county in North Dakota, United States",40
Q500784,Sawyer County,"county in Wisconsin, United States",39
Q500793,Washburn County,"county in Wisconsin, United States",39
Q500803,Sheboygan County,"county in Wisconsin, United States",38
Q500813,Vilas County,"county in Wisconsin, United States",38
Q500838,Shawano County,"county in Wisconsin, United States",37
Q500854,Waupaca County,"county in Wisconsin, United States",37
Q500861,Rusk County,"county in Wisconsin, United States",39
Q500871,La Crosse County,"county in Wisconsin, United States",39
Q500880,Waushara County,"county in Wisconsin, United States",38
Q500891,Green Lake County,"county in Wisconsin, United States",40
Q500897,Jackson County,"county in Wisconsin, United States",41
Q500908,Portage County,"county in Wisconsin, United States",40
Q500918,Marquette County,"county in Wisconsin, United States",40
Q500933,Sauk County,"county in Wisconsin, United States",40
Q500939,Rock County,"county in Wisconsin, United States",40
Q500947,Menominee County,"county in Wisconsin, United States",40
Q511461,Ransom County,"county in North Dakota, United States",38
Q511470,Sargent County,"county in North Dakota, United States",38
Q511478,Steele County,"county in North Dakota, United States",40
Q511487,Slope County,"county in North Dakota, United States",38
Q511498,Stutsman County,"county in North Dakota, United States",40
Q511510,Towner County,"county in North Dakota, United States",39
Q511524,Traill County,"county in North Dakota, United States of America",39
Q108788,Adams County,"county in Mississippi, United States",45
Q109512,Calhoun County,"county in Mississippi, United States",43
Q110655,Benton County,"county in Mississippi, United States",44
Q111286,Alcorn County,"county in Mississippi, United States",44
Q111291,Clay County,"county in Mississippi, United States",44
Q112456,Amite County,"county in Mississippi, United States",44
Q112499,Carroll County,"county in Mississippi, United States",43
Q112834,Tishomingo County,"county in Mississippi, United States",43
Q115344,Union County,"county in Mississippi, United States",44
Q115349,Clarke County,"county in Mississippi, United States",44
Q115356,Bolivar County,"county in Mississippi, United States",43
Q115419,Walthall County,"county in Mississippi, United States",44
Q130006,Franklin County,"county in Mississippi, United States",45
Q130008,Jones County,"county in Mississippi, United States of America",45
Q130009,Humphreys County,"county in Mississippi, United States",44
Q130083,Choctaw County,"county in Mississippi, United States",44
Q156411,Warren County,"county in Mississippi, United States",45
Q156445,Chickasaw County,"county in Mississippi, United States",44
Q156575,Coahoma County,"county in Mississippi, United States",43
Q167565,Lenawee County,"county in Michigan, United States",42
Q167580,Branch County,"county in Michigan, United States",42
Q167583,Cass County,"county in Michigan, United States",44
Q167589,St. Joseph County,"county in Michigan, United States",42
Q167656,Berrien County,"county in Michigan, United States",43
Q195658,Monroe County,"county in Michigan, United States",45
Q195664,Wayne County,"county in Michigan, United States",51
Q204761,Newton County,"county in Mississippi, United States",43
Q266493,Wayne County,"county in Mississippi, United States",42
Q339724,DeSoto County,"county in Mississippi, United States",43
Q382993,Crawford County,"county in Michigan, United States",42
Q426398,Neshoba County,"county in Mississippi, United States",44
Q483862,Attala County,"county in Mississippi, United States",43
Q484643,Washington County,"county in Mississippi, United States",46
Q484648,Tippah County,"county in Mississippi, United States",43
Q484659,Sunflower County,"county in Mississippi, United States",44
Q484668,Tunica County,"county in Mississippi, United States",43
Q484681,Smith County,"county in Mississippi, United States",43
Q485035,Pike County,"county in Mississippi, United States",45
Q485250,Scott County,"county in Mississippi, United States",44
Q485378,Jackson County,"county in Mississippi, United States",44
Q485383,Lafayette County,"county in Mississippi, United States",44
Q485388,Lauderdale County,"county in Mississippi, United States",43
Q485392,Pearl River County,"county in Mississippi, United States",44
Q485402,Greene County,"county in Mississippi, United States",44
Q485420,Copiah County,"county in Mississippi, United States",43
Q485426,Holmes County,"county in Mississippi, United States",43
Q485434,Harrison County,"county in Mississippi, United States",45
Q485441,Hancock County,"county in Mississippi, United States",44
Q485445,George County,"county in Mississippi, United States",43
Q485896,Lincoln County,"county in Mississippi, United States",44
Q486043,Benzie County,"county in Michigan, United States",42
Q486064,Covington County,"county in Mississippi, United States",43
Q486210,Alger County,"county in Michigan, United States",43
Q486293,Alpena County,"county in Michigan, United States",43
Q486435,Webster County,"county in Mississippi, United States",44
Q486466,Yazoo County,"county in Mississippi, United States",43
Q486480,Yalobusha County,"county in Mississippi, United States",43
Q486513,Wilkinson County,"county in Mississippi, United States",43
Q486522,Winston County,"county in Mississippi, United States",43
Q486526,Tate County,"county in Mississippi, United States",43
Q486538,Hinds County,"county in Mississippi, United States",43
Q490210,Rankin County,"county in Mississippi, United States",43
Q490215,Noxubee County,"county in Mississippi, United States",43
Q490219,Perry County,"county in Mississippi, United States",43
Q490642,Gladwin County,"county in Michigan, United States",42
Q490647,Grand Traverse County,"county in Michigan, United States",42
Q490649,Luce County,"county in Michigan, United States",42
Q490656,Hillsdale County,"county in Michigan, United States",42
Q490807,Antrim County,"county in Michigan, United States",42
Q490813,Eaton County,"county in Michigan, United States",42
Q491121,Mackinac County,"county in Michigan, United States",42
Q491126,Dickinson County,"county in Michigan, United States",42
Q491129,Emmet County,"county in Michigan, United States",43
Q491140,Baraga County,"county in Michigan, United States",42
Q491857,Delta County,"county in Michigan, United States",42
Q491868,Arenac County,"county in Michigan, United States",42
Q491882,Chippewa County,"county in Michigan, United States",42
Q491889,Cheboygan County,"county in Michigan, United States",42
Q497695,Genesee County,"county in Michigan, United States",44
Q497702,Jackson County,"county in Michigan, United States",43
Q497728,Menominee County,"county in Michigan, United States",43
Q497737,Keweenaw County,"county in the Upper Peninsula of Michigan, United States",41
Q497999,Iron County,county in the Upper Peninsula of the U.S. state of Michigan,42
Q498020,Charlevoix County,"county in Michigan, United States",42
Q498024,Oakland County,"county in Michigan, United States",44
Q498155,Marquette County,"county in the Upper Peninsula of Michigan, United States",45
Q502543,Montmorency County,"county in Michigan, United States",41
Q502549,Schoolcraft County,"county in the Upper Peninsula of Michigan, United States",41
Q502560,Presque Isle County,"county in Michigan, United States",40
Q502576,Oscoda County,"county in Michigan, United States",41
Q502712,Otsego County,"county in Michigan, United States",42
Q502719,Kalkaska County,"county in Michigan, United States",42
Q502722,Leelanau County,"county in Michigan, United States",40
Q502727,Manistee County,"county in Michigan, United States",42
Q502729,Missaukee County,"county in Michigan, United States",42
Q502732,Livingston County,"county in Michigan, United States",43
Q506975,Wexford County,"county in Michigan, United States",42
Q506987,Roscommon County,"county in Michigan, United States",41
Q507169,Ogemaw County,"county in Michigan, United States",41
Q926619,Iosco County,"county in Michigan, United States",42
Q47894,Broome County,"county in New York, United States",51
Q47944,Allegany County,"county in New York, United States",47
Q54064,Nassau County,"county in New York, United States",52
Q54065,Suffolk County,"county in New York, United States",47
Q54066,Westchester County,"county in New York, United States. Connector between New York City/Long Island and the rest of New York",53
Q54438,Rockingham County,"county in New Hampshire, United States",45
Q54439,Hillsborough County,"county in New Hampshire, United States",46
Q54440,Merrimack County,"county in New Hampshire, United States",45
Q54441,Strafford County,"county in New Hampshire, United States",43
Q54442,Belknap County,"county in New Hampshire, United States",44
Q54443,Cheshire County,"county in New Hampshire, United States",45
Q54444,Sullivan County,"county in New Hampshire, United States",45
Q54445,Grafton County,"county in New Hampshire, United States",45
Q54446,Carroll County,"county in New Hampshire, United States",45
Q54447,Coös County,"county in New Hampshire, United States",45
Q56144,Yates County,"county in New York, United States",45
Q56145,Wyoming County,"county in New York, United States",46
Q56146,Wayne County,"county in New York, United States",47
Q56149,Washington County,"county in New York, United States",47
Q56151,Warren County,"county in New York, United States",46
Q56152,Ulster County,"county in New York, United States",48
Q56153,Tompkins County,"county in New York, United States",46
Q56154,Tioga County,"county in New York, United States",47
Q70979,Sullivan County,"county in New York, United States",50
Q71100,Steuben County,"county in New York, United States",47
Q71136,Seneca County,"county in New York, United States",47
Q71190,Schuyler County,"county in New York, United States",45
Q71202,Schoharie County,"county in New York, United States",44
Q108403,Clark County,"county in Nevada, United States",49
Q108408,Albany County,"county in New York, United States",49
Q111220,Churchill County,"county in Nevada, United States",47
Q111245,Chaves County,"county in New Mexico, United States",44
Q111979,Colfax County,"county in New Mexico, United States",45
Q112915,Bergen County,"county in New Jersey, United States",46
Q112934,Socorro County,"county in New Mexico, United States",45
Q112953,Doña Ana County,"county in New Mexico, United States",44
Q128077,Essex County,"county in New Jersey, United States",46
Q138141,Burlington County,"county in New Jersey, United States",43
Q156265,San Juan County,"county in New Mexico, United States",45
Q156297,Bernalillo County,"county in New Mexico, United States",44
Q156481,Rio Arriba County,"county in New Mexico, United States",43
Q182176,De Baca County,"county in New Mexico, United States",43
Q203022,Mineral County,"county in Nevada, United States",47
Q426262,Grant County,"county in New Mexico, United States",44
Q484290,Guadalupe County,"county in New Mexico, United States",44
Q484296,Los Alamos County,"county in New Mexico, United States",46
Q484335,Lincoln County,"county in Nevada, United States",47
Q484340,Washoe County,"county in Nevada, United States",50
Q484342,Pershing County,"county in Nevada, United States",47
Q484349,Esmeralda County,"county in Nevada, United States",48
Q484381,Eureka County,"county in Nevada, United States",47
Q484398,Douglas County,"county in Nevada, United States",45
Q484401,Elko County,"county in Nevada, United States",48
Q484418,Nye County,"county in Nevada, United States",46
Q484431,Storey County,"county in Nevada, United States",45
Q484465,Harding County,"county in New Mexico, United States",44
Q484482,Catron County,"county in New Mexico, United States",45
Q484496,Curry County,"county in New Mexico, United States",43
Q484991,Taos County,"county in New Mexico, United States",44
Q485020,Union County,"county in New Mexico, United States",44
Q485245,Eddy County,"county in New Mexico, United States",44
Q487236,Mora County,"county in New Mexico, United States",44
Q487243,Lincoln County,"county in New Mexico, United States",44
Q487254,San Miguel County,"county in New Mexico, United States",44
Q487283,Valencia County,"county in New Mexico, United States",43
Q487288,Torrance County,"county in New Mexico, United States",42
Q487534,Roosevelt County,"county in New Mexico, United States",45
Q489613,Hidalgo County,"county in New Mexico, United States",44
Q489616,Lea County,"county in New Mexico, United States",43
Q489642,Quay County,"county in New Mexico, United States",43
Q489652,Luna County,"county in New Mexico, United States",44
Q489756,Otero County,"county in New Mexico, United States",44
Q490505,Hudson County,"county in New Jersey, United States",44
Q493250,McKinley County,"county in New Mexico, United States",43
Q493255,Sandoval County,"county in New Mexico, United States",43
Q493260,Cibola County,"county in New Mexico, United States",44
Q495349,Lander County,"county in Nevada, United States",46
Q495376,Humboldt County,"county in Nevada, United States",46
Q495398,White Pine County,"county in Nevada, United States",48
Q495974,Passaic County,"county in New Jersey, United States",43
Q495998,Sussex County,"county in New Jersey, United States",42
Q496406,Sierra County,"county in New Mexico, United States",44
Q496511,Santa Fe County,"county in New Mexico, United States",45
Q496862,Middlesex County,"county in New Jersey, United States",43
Q496886,Mercer County,"county in New Jersey, United States",47
Q497795,Cape May County,"county in New Jersey, United States",43
Q497810,Camden County,"county in New Jersey, United States",47
Q497845,Cumberland County,"county in New Jersey, United States",44
Q497928,Atlantic County,"county in New Jersey, United States",45
Q498163,Morris County,"county in New Jersey, United States",44
Q502414,Somerset County,"county in New Jersey, United States",42
Q502424,Monmouth County,"county in New Jersey, United States",44
Q502451,Hunterdon County,"county in New Jersey, United States",42
Q502459,Union County,"county in New Jersey, United States",43
Q502463,Gloucester County,"county in New Jersey, United States",43
Q502468,Warren County,"county in New Jersey, United States",43
Q502564,Ocean County,"county in New Jersey, United States",42
Q502587,Salem County,"county in New Jersey, United States",42
Q835104,Lyon County,"county in Nevada, United States",46
Q2613391,Blaine County,"county in Nebraska, United States",41
Q5925,Orange County,"county in California, United States",73
Q49014,San Luis Obispo County,"county in California, United States",54
Q58683,Greenlee County,"county in Arizona, United States",50
Q58684,Coconino County,"county in Arizona, United States",53
Q58686,Gila County,"county in Arizona, United States",52
Q58688,Pima County,"county in Arizona, United States",52
Q58689,Santa Cruz County,"county in Arizona, United States",52
Q58691,Maricopa County,"county in Arizona, United States",57
Q58692,Graham County,"county in Arizona, United States",51
Q58694,Navajo County,"county in Arizona, United States",51
Q58696,Mohave County,"county in Arizona, United States",53
Q58698,Yuma County,"county in Arizona, United States",53
Q58711,Yavapai County,"county in Arizona, United States",51
Q58712,Pinal County,"county in Arizona, United States",51
Q58759,La Paz County,"county in Arizona, United States",51
Q58771,Apache County,"county in Arizona, United States",52
Q58774,Cochise County,"county in Arizona, United States",51
Q104994,Los Angeles County,"county in California, United States",78
Q113354,Carlton County,"county in Minnesota, United States",43
Q156619,Cook County,"county in Minnesota, United States",42
Q180785,Otter Tail County,"county in Minnesota, United States",45
Q188275,Renville County,"county in Minnesota, United States",43
Q284439,Martin County,"county in Minnesota, United States",42
Q372648,Polk County,"county in Minnesota, United States",47
Q485370,Todd County,"county in Minnesota, United States",43
Q485408,Washington County,"county in Minnesota, United States",44
Q485412,Wabasha County,"county in Minnesota, United States",43
Q485430,Redwood County,"county in Minnesota, United States",43
Q485509,Pine County,"county in Minnesota, United States",44
Q485656,Olmsted County,"county in Minnesota, United States",43
Q486187,Faribault County,"county in Minnesota, United States",44
Q486191,Pipestone County,"county in Minnesota, United States",45
Q486198,Fillmore County,"county in Minnesota, United States",43
Q486207,Kittson County,"county in Minnesota, United States",42
Q486215,Jackson County,"county in Minnesota, United States",43
Q486218,Hubbard County,"county in Minnesota, United States",43
Q486229,Hennepin County,"county in Minnesota, United States",50
Q486238,Itasca County,"county in Minnesota, United States",42
Q486243,Goodhue County,"county in Minnesota, United States",42
Q486248,Marshall County,"county in Minnesota, United States",43
Q486255,Isanti County,"county in Minnesota, United States",43
Q486261,Lac qui Parle County,"county in Minnesota, United States",41
Q486265,Norman County,"county in Minnesota, United States",45
Q486270,Grant County,"county in Minnesota, United States",42
Q486281,Clearwater County,"county in Minnesota, United States",42
Q486288,Houston County,"county in Minnesota, United States",44
Q486301,Pope County,"county in Minnesota, United States",43
Q486305,Koochiching County,"county in Minnesota, United States",42
Q486309,Chisago County,"county in Minnesota, United States",44
Q486313,Kandiyohi County,"county in Minnesota, United States",42
Q487686,Steele County,"county in Minnesota, United States",44
Q490390,Wright County,"county in Minnesota, United States",43
Q490409,Nicollet County,"county in Minnesota, United States",43
Q490414,Yellow Medicine County,"county in Minnesota, United States",44
Q490420,Swift County,"county in Minnesota, United States",43
Q490423,Rice County,"county in Minnesota, United States",43
Q490427,Sherburne County,"county in Minnesota, United States",43
Q490432,Meeker County,"county in Minnesota, United States",42
Q490436,Red Lake County,"county in Minnesota, United States",43
Q490443,Stevens County,"county in Minnesota, United States",43
Q490446,Lincoln County,"county in Minnesota, United States",42
Q490450,Mower County,"county in Minnesota, United States",42
Q490454,Kanabec County,"county in Minnesota, United States",42
Q490652,Waseca County,"county in Minnesota, United States",43
Q491144,Freeborn County,"county in Minnesota, United States",43
Q491148,Stearns County,"county in Minnesota, United States",44
Q491152,Lyon County,"county in Minnesota, United States",42
Q491157,Wadena County,"county in Minnesota, United States",44
Q491160,Traverse County,"county in Minnesota, United States",43
Q491170,Rock County,"county in Minnesota, United States of America",43
Q491173,Pennington County,"county in Minnesota, United States",44
Q491178,Lake County,"county in Minnesota, United States",43
Q491184,Sibley County,"county in Minnesota, United States",44
Q491196,Nobles County,"county in Minnesota, United States",43
Q491201,Ramsey County,"county in Minnesota, United States",44
Q500958,Jefferson County,"county in Wisconsin, United States",42
Q500977,Grant County,"county in Wisconsin, United States",39
Q500984,Manitowoc County,"county in Wisconsin, United States",39
Q501559,Washington County,"county in Wisconsin, United States",43
Q501575,Pierce County,"county in Wisconsin, United States",39
Q501582,Iowa County,"county in Wisconsin, United States",42
Q501587,Vernon County,"county in Wisconsin, United States",38
Q501596,Richland County,"county in Wisconsin, United States",40
Q501989,Florence County,"county in Wisconsin, United States",40
Q502086,Forest County,"county in Wisconsin, United States",40
Q502200,Dane County,"county in Wisconsin, United States",43
Q502222,Juneau County,"county in Wisconsin, United States",39
Q502244,Winnebago County,"county in Wisconsin, United States",41
Q502294,Milwaukee County,"county in Wisconsin, United States",42
Q505638,Taylor County,"county in Wisconsin, United States",40
Q505644,Price County,"county in Wisconsin, United States",38
Q505848,Marathon County,"county in Wisconsin, United States",38
Q505868,Pepin County,"county in Wisconsin, United States",40
Q505874,Ozaukee County,"county in Wisconsin, United States",40
Q510122,Racine County,"county in Wisconsin, United States",38
Q510244,Outagamie County,"county in Wisconsin, United States",40
Q591156,St. Croix County,"county in Wisconsin, United States",37
Q932951,Kewaunee County,"county in Wisconsin, United States",38
Q932966,Monroe County,"county in Wisconsin, United States",40
Q1130480,Marinette County,"county in Wisconsin, United States",40
Q127238,Jackson County,"county in Missouri, United States",42
Q182845,Clark County,"county in Missouri, United States",42
Q259095,Ralls County,"county in Missouri, United States",41
Q284806,Wright County,"county in Missouri, United States",41
Q290157,Maries County,"county in Missouri, United States",40
Q346925,Adair County,"county in Missouri, United States of America",43
Q430938,Dunklin County,"county in Missouri, United States",40
Q477870,Texas County,"county in Missouri, United States",41
Q484287,Cedar County,"county in Missouri, United States",42
Q484300,Bates County,"county in Missouri, United States",41
Q484304,Atchison County,"county in Missouri, United States",41
Q484452,Cooper County,"county in Missouri, United States",41
Q484457,Butler County,"county in Missouri, United States",42
Q484461,Crawford County,"county in Missouri, United States",41
Q484474,Clay County,"county in northwestern Missouri, United States",41
Q484478,Clinton County,"county in Missouri, United States",42
Q484493,Cole County,"county in Missouri, United States",41
Q484501,Barton County,"county in Missouri, United States of America",41
Q484505,Caldwell County,"county in Missouri, United States",42
Q484582,Lincoln County,"county in Missouri, United States",42
Q484607,Howell County,"county in Missouri, United States",40
Q484612,Oregon County,"county in Missouri, United States",40
Q484620,Boone County,"county in Missouri, United States",43
Q484624,Bollinger County,"county in Missouri, United States",41
Q484629,Buchanan County,"county in Missouri, United States",42
Q484672,Morgan County,"county in Missouri, United States",42
Q484734,Dallas County,"county in Missouri, United States",42
Q484740,Cape Girardeau County,"county in Missouri, United States",40
Q484748,Andrew County,"county in Missouri, United States",42
Q484755,DeKalb County,"county in Missouri, United States",42
Q484760,Dade County,"county in Missouri, United States",41
Q484767,Camden County,"county in Missouri, United States",41
Q484776,Audrain County,"county in Missouri, United States",40
Q484786,Carter County,"county in Missouri, United States",41
Q484791,Douglas County,"county in Missouri, United States",41
Q485062,Chariton County,"county in Missouri, United States",40
Q485204,Cass County,"county in Missouri, United States",44
Q485209,Daviess County,"county in northeastern Missouri, United States",41
Q485213,Callaway County,"county in Missouri, United States",40
Q485224,Christian County,"county in Missouri, United States",41
Q485229,Dent County,"county in Missouri, United States",40
Q485235,Barry County,"county in Missouri, United States",41
Q485631,Phelps County,"county in Missouri, United States",42
Q486091,Benton County,"county in Missouri, United States",42
Q489625,Randolph County,"county in Missouri, United States",40
Q489779,New Madrid County,"county in Missouri, United States",40
Q489793,Saline County,"county in Missouri, United States",41
Q489796,Ripley County,"county in Missouri, United States",41
Q489847,Ste. Genevieve County,"county in Missouri, United States",40
Q489853,St. Clair County,"county in Missouri, United States",42
Q489855,Nodaway County,"county in Missouri, United States",41
Q489861,Polk County,"county in Missouri, United States",43
Q489864,Reynolds County,"county in Missouri, United States",40
Q489869,Ozark County,"county in Missouri, United States",40
Q489873,St. Charles County,"county in Missouri, United States",41
Q489877,Pike County,"county in Missouri, United States",41
Q489880,Ray County,"county in Missouri, United States",41
Q489886,Putnam County,"county in Missouri, United States",41
Q489891,Newton County,"county in Missouri, United States",43
Q489894,Osage County,"county in Missouri, United States",42
Q489897,Platte County,"county in Missouri, United States",42
Q489901,Perry County,"county in Missouri, United States",41
Q489980,Pulaski County,"county in Missouri, United States",41
Q489986,Moniteau County,"county in Missouri, United States",41
Q489993,Jefferson County,"county in Missouri, United States",43
Q489999,Livingston County,"county in Missouri, United States",41
Q490002,Macon County,"county in Missouri, United States",41
Q490009,Lafayette County,"county in Missouri, United States",42
Q490014,Mississippi County,"county in Missouri, United States",41
Q490019,Johnson County,"county in Missouri, United States",42
Q490023,Monroe County,"county in Missouri, United States",42
Q490251,Tallahatchie County,"county in Mississippi, United States of America",43
Q490255,Stone County,"county in Mississippi, United States",44
Q490259,Pontotoc County,"county in Mississippi, United States",43
Q490266,Quitman County,"county in Mississippi, United States",43
Q490272,Panola County,"county in Mississippi, United States",43
Q490488,Simpson County,"county in Mississippi, United States",43
Q490835,Leake County,"county in Mississippi, United States",43
Q490839,Issaquena County,"county in Mississippi, United States",42
Q490843,Jasper County,"county in Mississippi, United States",43
Q490848,Marion County,"county in Mississippi, United States",44
Q490852,Itawamba County,"county in Mississippi, United States",43
Q490859,Montgomery County,"county in Mississippi, United States",44
Q490864,Kemper County,"county in Mississippi, United States",43
Q490869,Grenada County,"county in Mississippi, United States",43
Q490879,Lowndes County,"county in Mississippi, United States",44
