WikidataID,itemLabel,en_description,sitelinks
Q270029,Lions Clubs International,international service organization based in the United States,43
Q285836,International Research Universities Network,,4
Q295875,Anzus,"collective security agreement between Australia, New Zealand and the United States",46
Q298006,ASSITEJ,international association of youth theatre professionals,9
Q300085,Peace and Security Council,Governmental organization,6
Q309195,Bank for International Settlements,international financial institution owned by central banks,47
Q318693,Collective Security Treaty Organisation,intergovernmental military alliance among post-Soviet states,54
Q323692,Food First Information and Action Network,organization,6
Q323921,European Air Group,international military organization improving interoperability among national air forces,8
Q325096,World Wind Energy Association,company,6
Q325523,International Campaign to Ban Landmines,international organization,43
Q333727,International Seabed Authority,international organization,18
Q337456,East African Community,intergovernmental bloc,44
Q340195,African Development Bank,multilateral development finance institution,42
Q349113,International Cartographic Association,international organization,12
Q351885,Council of International Fellowship,international organization,4
Q4806270,Asia Pacific Greens Federation,,8
Q4806404,Asia Pacific Adaptation Network,climate research organisation based in Thailand,1
Q4809530,Association for Unmanned Vehicle Systems International,organization,2
Q4810143,Association of the Representatives of Bunyoro-Kitara,,1
Q4816582,Atlantic Treaty Association,,9
Q4844407,International Society of Political Psychology,,2
Q5008818,Caribbean Forum,CARIFORUM,4
Q5008859,CACSO,organization,4
Q5011160,CHIMES Society,,1
Q5013378,COMSTECH,"other organization in Islamabad, Pakistan",3
Q5017829,Caisse de la Dette,,2
Q5029991,Canadian Federation of University Women,,3
Q5039374,Caribbean Disaster Emergency Management Agency,,2
Q5039400,Caribbean Meteorological Organisation,,1
Q5064513,Regional Center for the Promotion of Books in Latin America and Caribbean,Regional Center for the Promotion of Books in Latin America and Caribbean,3
Q5124582,Civil Society Coalition on Climate Change,,1
Q5133453,Climate Vulnerable Forum,intergovernmental organization of countries most affected by climate change,3
Q5150848,Combined Communications Electronics Board,"military communications-electronics organization established among Australia, Canada, New Zealand, United Kingdom, and the United States",1
Q5152625,Commission Internationale de Karting,,4
Q5152725,Commission on Legal Empowerment of the Poor,,1
Q5153808,Commonwealth Local Government Forum,,1
Q5153868,Commonwealth Telecommunications Organisation,telecommunications organization,1
Q5153900,Commonwealth of World Citizens,self-described servant-Nation,1
Q5159799,Confederation of Asian and Pacific Accountants,,2
Q5159809,Confederation of European Paper Industries,pan-European association,1
Q5159914,Conference of Ministers of Justice,,1
Q5159923,Conference of Specialised Ministers,,1
Q5165364,Contingent owned equipment,,1
Q5169453,Coral Consortium,,1
Q5176425,Council of International Schools,non-profit association of international schools with English as a language of instruction,3
Q5176484,Council of Protestants in Guiding and Scouting,,2
Q5176528,Council of Women World Leaders,Network of current and former state leaders founded in 1996,8
Q5201753,Czech Institute For International Meetings,,2
Q5264432,Designers Against Aids,"non-profit organization which battles against aids, together with artists, designers and companies",1
Q5280295,Direct Selling Europe,,1
Q5281433,Dischan Media,video game developer,0
Q5322563,EBAN,organization,2
Q5322748,European Composer and Songwriter Alliance,organization,3
Q5324548,EUR-OPA Major Hazards Agreement,,1
Q5324551,EURAMET,alliance of national metrological organizations in Europe,5
Q5327596,EastWest Institute,non-profit organization in the USA,1
Q5327655,East African Development Bank,,3
Q5334429,Ecumenical Advocacy Alliance,,1
Q5412231,European Anti Poverty Network,"Is a European network of national, regional and local networks, combating poverty and social exclusion",2
Q5412403,European Commission for the Efficiency of Justice,,6
Q5412966,European Parliamentary Union,private organization,2
Q5413210,European Society for Translation Studies,An international society for translation studies,6
Q5420392,Exit International,non-profit organization advocating legalization of voluntary euthanasia and assisted suicide,5
Q5425334,FEHRL,,1
Q5425461,FGED Society,,1
Q5449663,Financial Stability Institute,body of the Bank for International Settlements,3
Q5464413,Folk Alliance International,,2
Q5468850,Forest Eleven,group of rainforest countries,1
Q5473100,Forum for European–Australian Science and Technology Cooperation,,1
Q5473127,Forum of Federations,,1
Q5473130,Forum of Firms,,2
Q5511939,G-Zero world,the emerging power vacuum in international politics,4
Q5513635,GLOBE,,1
Q5528673,Health Professionals Advancing LGBT Equality,organization,2
Q5558790,Q5558790,,1
Q5564371,Girl Geek Dinners,series of informal meetups for women in the technology industry,3
Q5564555,Girls' Brigade,International Christian youth organization,2
Q5570097,Global Alliance Against Traffic in Women,organization,2
Q5570228,Global Development Network,,2
Q5570239,Global Disaster Alert and Coordination System,,1
Q5570253,Global Electoral Organization Conference,,2
Q5570462,Global Land Coalition,,1
Q5570568,Global Poverty Project,organization,4
Q5570578,Global Public Policy Networks,,2
Q5570628,Global Security Institute,,2
Q5570880,Global public–private partnership,,1
Q5592020,Graduate Management Admission Council,organization,1
Q5592054,Graduate Women in Science,organization,3
Q5608575,GridPP,collaboration of particle physicists and computer scientists from the United Kingdom and CERN,1
Q5636894,Habitat International Coalition,organization,1
Q5689988,Heads of International Research Organizations,,1
Q5762557,Youth for Exchange and Understanding,International Non-Governmental Non-profit Youth Organisation,3
Q5780539,member states of the Organization of Ibero-American States,,1
Q5814040,International Euphorbia Society,,1
Q5906721,Q5906721,,2
Q5970551,iERA,,2
Q5970856,IFRS Foundation,list of International Financial Reporting Standards,6
Q5972067,Independent Music Companies Association,non-profit trade body of European independent music companies based at Brussels,3
Q6039422,Institute for International Development,,1
Q6044782,Inter-university Consortium for Political and Social Research,organization of research institutions,1
Q6044811,InterAcademy Partnership,"global network of national academies of science, engineering and medicine",3
Q6048098,International Accreditation Forum,international organization providing accreditations,6
Q6048154,International Alliance for Women in Music,"organization devoted to the equity, promotion and advocacy of women in music",2
Q6048209,International Arbitration League,society of pacifists,3
Q6048283,International Association for Environmental Philosophy,philosophical organization and publisher of the academic journal Environmental Philosophy,1
Q6048317,International Association for Measurement and Evaluation of Communication,,1
Q6048328,International Association for Official Statistics,,1
Q6048330,International Association for Philosophy and Literature,learned society,1
Q6048336,International Association for Near-Death Studies,,5
Q6048364,International Association for the Semiotics of Law,,1
Q6048375,International Association for the Study of the Commons,non-profit organization,1
Q6048432,International Association of Canine Professionals,,1
Q6048463,International Association of Empirical Aesthetics,,2
Q6048468,International Association of Exhibitions and Events,,1
Q6048629,International Association of Women in Radio and Television,,2
Q6048786,International Bottled Water Association,organization,1
Q6048924,International Business Law Consortium,,2
Q6049095,International Centre for Genetic Engineering and Biotechnology,,8
Q6049280,Iberoamerican Education Office,international agency,1
Q6049407,International Commission for Central American Recovery and Development,,1
Q6049828,International Coordination Meeting of Youth Organisations,,3
Q6049875,International Council for Adult Education,international educational organization,2
Q6049887,International Council for Philosophy and Humanistic Studies,non-govermental organization within UNESCO,4
Q6049906,International Council of Onomastic Sciences,,3
Q6049912,International Council of Yacht Clubs,,2
Q6050180,International Disaster and Risk Conference,,1
Q6050339,International Executive Resources Group,,1
Q6050406,International Federation of Agricultural Journalists,,2
Q6050420,International Federation of Business and Professional Women,organization,2
Q6050432,International Federation of Eugenics Organizations,international organization focused on eugenics,1
Q6050435,International Federation of Francophone Accountants,,1
Q6050463,International Federation of Operational Research Societies,Research societies,2
Q6050619,International Foodservice Distributors Association,organization,1
Q6050645,International Forum for Rights and Security,,1
Q6050768,International Grains Council,an intergovernmental organization which oversees the Grains Trade Convention and seeks to promote cooperation in the global grain trade,3
Q6051776,International Liquid Crystal Society,,1
Q6051779,International Listening Association,,1
Q6051854,International Marine Contractors Association,international trade association for the marine contracting industry,3
Q6052196,International Noble Gas Experiment,,1
Q6052211,International OCD Foundation,non-profit organization in the USA,1
Q6052242,International Oral History Association,,2
Q6052255,International Organisation of Employers,,6
Q6052332,International Parliament for Safety and Peace,unrecognized higher education accreditation organization,1
Q6053206,International Simulation and Gaming Association,,1
Q6053211,International Simultaneous Policy Organization,,2
Q6053335,International Society for Comparative Adult Education,comparative education,1
Q6053396,International Society for Philosophy of Music Education,,1
Q6053401,International Society for Prevention of Child Abuse and Neglect,,2
Q6053425,International Society for Universal Dialogue,,1
Q6053438,International Society for the History of Philosophy of Science,a philosophical organization for promoting the study of the history of philosophy of science,1
Q6053530,International Soil Reference and Information Centre,,1
Q6053583,International Spiritualist Federation,International society,2
Q6053593,International Sport and Culture Association,,2
Q6053726,International Stuttering Association,nonprofit international support group organization,1
Q6054053,International Trumpet Guild,,1
Q6054091,International Union for Prehistoric and Protohistoric Sciences,International learned society in prehistorical sciences,4
Q6054186,International Vaccine Institute,"independent, nonprofit, international organization",9
Q6054209,International Viola Society,,2
Q6056118,Internews,organization,4
Q6100970,Iwokrama International Centre for Rain Forest Conservation and Development,international nonprofit organization,1
Q6126601,International Association for the Protection of Intellectual Property,non-profit international organization,6
Q6404852,Kidpower,,2
Q6446756,Kurt Gödel Society,,1
Q6457489,LDC Watch,international organization,1
Q6462098,La Cruz Blanca,Mexican volunteer nursing service founded in 1911,3
Q6509116,League of World Universities,,1
Q6538965,Arab Medical Union,,1
Q6544578,Life-Link Friendship-Schools,,0
Q6690164,Love146,non-profit organization,1
Q6801516,McGuire Programme,,1
Q6807058,Mediterranean Interregional Commission,,1
Q6936121,Municipal Alliance for Peace,,2
Q6942609,Musicians without Borders,,1
Q6953213,NCSL International,,1
Q6973363,National Hispanic Institute,international nonprofit organization dedicated to serving the future leadership needs of the global Hispanic community,2
Q7045639,Nobel Women's Initiative,campaigning group formed by Nobel laureates,2
Q7053997,North Atlantic Salmon Conservation Organization,,2
Q7058307,Northern Dimension Partnership in Public Health and Social Well-being,,2
Q7096110,Open Learning for Development,,1
Q7101941,Organization for Human Brain Mapping,Scientific organization,2
Q7119584,PLANWEL,,0
Q7122288,Pacific Alliance,"Latin American trade bloc formed by Chile, Colombia, Mexico and Peru",15
Q7129546,Pan African Federation of Accountants,umbrella body for Accountants in Africa,1
Q7140356,Partial agreement,,2
Q7140794,Partnerships in Environmental Management for the Seas of East Asia,,1
Q7157377,Peace Implementation Council,international body charged with implementing the Dayton Peace Agreement for Bosnia and Herzegovina,9
Q7203726,Plazi,organization promoting the development of persistent and openly accessible digital taxonomic literature,7
Q7209034,Polar Libraries Colloquy,international organization of librarians concerned with Arctic and Antarctic region information,1
Q7245184,Principles for Responsible Investment,Principles for investors for a more sustainable global financial system,5
Q7259796,Pump Aid,organization,1
Q7301304,Really Good Friends,,2
Q7313078,Renewable Energy and Energy Efficiency Partnership,organization,1
Q7314907,Res Artis,international organization,2
Q7318376,Review of International Organizations,journal,2
Q7390290,SIDALC,,2
Q7395045,SURF,,2
Q7400443,Sailors' Society,international Christian charity working in ports across the world,3
Q7432067,Scholars at Risk,,4
Q7512119,Sightsavers,international non-governmental organisation,1
Q7552198,Society for Philosophy and Technology,,1
Q7552298,Society for the Preservation of Natural History Collections,,1
Q7552596,Society of Plastics Engineers,organization,1
Q7566034,South Asian Federation of Accountants,,3
Q7602965,StatPro Group,,0
Q7644711,Supranational aspects of international organizations,,1
Q7674087,Tactical Technology Collective,organization,3
Q7680168,Talloires Network,,1
Q7700298,Tennis Canada,tennis governing body in Canada,3
Q7726598,The Coexistence Trust,,1
Q7732604,The European Association of Ukrainians,organization,2
Q7732617,The European Multidisciplinary Society for Modelling and Simulation Technology,,1
Q7742210,The Institute of Transport Management,,1
Q7742285,The International Association of Music Information Centres,,4
Q7751762,The Mission to Seafarers,organization,3
Q7767232,The Sulphur Institute,,1
Q7768229,The Technical Cooperation Program,"organization concerned with cooperation on defence science and technology matters involving Australia, Canada, New Zealand, the United Kingdom and the United States",2
Q7833652,Trans Atlantic Consumer Dialogue,,2
Q7833779,Transatlantic Legislators' Dialogue,,2
Q7834193,Transforming Faces Worldwide,,1
Q7834704,Transnational Association of Christian Colleges and Schools,,1
Q7862990,U.S.-Italy Fulbright Commission,,1
Q7886609,Union of Ibero-American Capital Cities,non-governmental organization of 29 Ibero-American cities,6
Q7886620,Union of International Mountain Leader Associations,,3
Q7900091,Urban and Regional Information Systems Association,,1
Q7948005,WCO Columbus Programme,,1
Q7948928,WELMEC,,4
Q7988404,Western Union,European military alliance,8
Q8030902,Women's Forum for the Economy and Society,,3
Q8035358,World Apple and Pear Association,industry body representing major apple and pear producing countries globally,1
Q8035368,World Artists Association,,1
Q8035371,World Association for Medical Law,"international not-for-profit organization focusing on health law, legal medicine and bioethics",2
Q8035540,World Clown Association,Organization for clown arts,1
Q8035688,World Evangelical Congregational Fellowship,,2
Q8035712,World Federation for Mental Health,organization,8
Q8035759,World Future Society,Society of futurists,2
Q8035994,World Nuclear Transport Institute,,2
Q8036008,World Organisation of Building Officials,,1
Q8058386,Young Reporters for the Environment,Youth organization,4
Q8059198,Youth Employment Network,,1
Q8348493,International Boundary and Water Commission,international body created by the United States and Mexico in 1889 to apply the rules for determining the location of their international boundary when meandering rivers transferred tracts of land from one bank to the other,2
Q8961938,Q8961938,,3
Q9008997,International Society of Cryptozoology,,3
Q9075403,Ibero-American General Secretariat,support body to the Pro-Tempore Secretariat for the administrative management and coordination for the Ibero-American Summits,6
Q9137112,AIOM,international organization,1
Q10278302,European Logistics Association,,2
Q10457748,Conference of Peripheral Maritime Regions of Europe,,2
Q10532966,ISIA,International organization for ski instructors,1
Q10536286,International Commission for Orders of Chivalry,organization,6
Q10720499,Worldskills International,international governing body of WorldSkills,2
Q10853121,"United Nations Command, Military Armistice Commission, Korea",multinational forces commission to defend the ceasefire in the Korean Conflict,6
Q10859473,B7 Baltic Islands Network,transnational cooperation agreement,2
Q11120919,Nordic Gene Bank,"Nordic Seedbank in Alnarp, replaced by Nordic Genetic Resource Center (NordGen) in 2008",3
Q11189488,Asia-Pacific Management Accounting Association,international organization,2
Q11202105,Platform of European Memory and Conscience,organization,6
Q11283317,Afro-Asian Writers' Association,,1
Q11312609,Q11312609,,2
Q11333773,Brazzaville Group,,1
Q11398042,Soka Gakkai International,organization,9
Q11977463,International Fund for Saving the Aral Sea,,1
Q11985120,Q11985120,,1
Q11985427,Q11985427,,1
Q11997364,"Regional Centre on Small Arms and Light Weapons in the Great Lakes Region, the Horn of Africa and Bordering States",,2
Q12036534,International Federation of Language Teacher Associations,non-governmental non-profit organization (NGO) associating national associations of foreign language teachers,1
Q12042577,Q12042577,,1
Q12104934,Zhinocha Hromada,women's association in Ternopil,1
Q12131079,Q12131079,,1
Q12182193,Isfin,Investment organization,3
Q12223977,UMAC,international committee for university museums and collections of the International Council of Museums,1
Q12239049,Council of Arab Economic Unity,organization,6
Q12310794,Exis,international organization,1
Q12318514,International Coaching Federation,nonprofit organization dedicated to professional coaching,6
Q12349352,Q12349352,,1
Q12501603,PROSEA,international organization,1
Q12582150,Typhoon Committee,,3
Q12585869,International Commission on Irrigation and Drainage,,4
Q13231715,Trilateral Cooperation Secretariat,"organization established to promote peace between China, Japan, and South Korea",5
Q13415305,International Science and Technology Center,"Moscow, Russia",5
Q13657031,PTA Bank,,4
Q14315929,International Auditing and Assurance Standards Board,,4
Q14555566,International Planning History Society,international academic organization,5
Q14816384,Football Supporters Europe,,8
Q15106130,North East Atlantic Fisheries Commission,,2
Q15122681,International Association of Financial Executives Institutes (IAFEI),,4
Q15278864,World Cultural Council,"International organization whose goals are to promote cultural values, goodwill and philanthropy among individuals.",13
Q15627507,International Amateur Theatre Association,,6
Q15727384,International Federation of Women Lawyers,organization,3
Q15876731,International Glacier Commission,,1
Q15995281,Marie Curie Fellows Association,Scientific organization,0
Q16002010,African Union of Broadcasting,,5
Q16248009,International Academy of Digital Arts and Sciences,,1
Q16628688,Q16628688,,1
Q16909551,Sunni Students Council,Social organization,3
Q16943663,International Diving Regulators and Certifiers Forum,International regulatory body for underwater diving,1
Q16970514,AEIDL,,1
Q16977014,Network for Integrity in Reconstruction,,2
Q16978254,Children's Hospital Association,organization of children's hospitals,1
Q16979713,International Cablemakers Federation,,1
Q16980506,European Writers' Council,,2
Q17003902,International Committee for Prostitutes' Rights,,2
Q17011152,European Centre for Ecotoxicology and Toxicology of Chemicals,,2
Q17011169,European Covered Bond Council,joint organization of corporations in the European covered bond market to represent the industry,1
Q17012677,European Schoolnet,,2
Q17021135,St. Joan's International Alliance,feminist Catholic international women's organization,2
Q17022457,International Disability and Development Consortium,disability and poverty focus,1
Q17072694,Coastal & Marine Union,organization,2
Q17075015,EURASHE,,1
Q17081558,International Geothermal Association,organization,1
Q17087845,International Playing-Card Society,,2
Q17090757,UCLG Middle East and West Asia,UCLG regional section,1
Q17097021,International Diving Schools Association,International association of occupational diver training schools,2
Q17100552,MedTech Europe,Brussels-based trade association of the European medical technology industry,1
Q17221275,World Haiku Association,,1
Q18026540,Open Door International for the Economic Emancipation of the Woman Worker,International committee to protect women's right to work,1
Q18206998,Marie Curie Alumni Association,,0
Q18354214,European Academy of Neurology,european non-profit organization that supports neurologists,1
Q18418404,International Centre for Higher Studies in Journalism for Latin America,international organization,2
Q18451155,Q18451155,,1
Q18553830,European Council of Skeptical Organisations,umbrella of skeptical organizations in Europe,11
Q18712209,European Institute of Peace,supporting the EU peace agenda,1
Q19605549,International National Trusts Organisation,,1
Q19859997,Asia Pacific Geoparks Network,trans-national partnership of Geoparks,2
Q19971696,Q19971696,,2
Q20008368,Tenagra Observatories,international network of astronomical observatories,3
Q20082553,Artek Karpaty,,1
Q20747451,European Heritage Heads Forum,,2
Q20819414,Extraordinary African Chambers,tribunal to try international crimes committed in Chad from 1982 to 1990,6
Q20946938,West African Women's Union,short-lived international feminist organization in 1959-1960,2
Q21015755,International Partnership for Hydrogen and Fuel Cells in the Economy,,1
Q21037499,Union des nationalités,,4
Q21082728,Q21082728,,1
Q21546325,ORU Fogar,,2
Q21587712,Q21587712,,1
Q22908354,Fellowship of Christian Councils in Southern Africa,,1
Q22936445,International Coptic Union,international non-governmental religious organization,1
Q22976638,Afripol,,4
Q23038092,Global Research Collaboration for Infectious Disease Preparedness,international group of health research funders,1
Q23047642,Global Virus Network,scientific network,2
Q23198383,Committee of European Economic Co-operation,organization,2
Q23583082,Society for Research on Nicotine and Tobacco,"other organization in Madison, United States",1
Q23807933,WateReuse,,1
Q24039797,International Space Station Multilateral Coordination Board,The highest-level cooperative body in the International Space Station programme,5
Q24190853,CANZUK International,"organization which promotes cooperation between Canada, Australia, New Zealand and the United Kingdom",1
Q24298780,European Academy of Optometry and Optics,,1
Q24896411,Covenant Christian Coalition,"An international, evangelical, post-denominational coalition of churches still faithful to Christ and the Gospel.",0
Q24960186,IUCN Red List of Ecosystems,International list of bidiversity conservation priorities,4
Q24962689,International Action Network on Small Arms,,1
Q25048766,CIVICUS,organization,4
Q25051789,Third World Forum,,1
Q25338539,Research Data Alliance,research community organization started in 2013,2
Q25402777,ALPZA,,2
Q25427427,Institut Colonial International,,1
Q25438204,Inter-American Indian Institute,,2
Q25932145,Q25932145,,1
Q26722323,Europabus,European bus network created in 1951,2
Q26780139,Network of Regional Governments for Sustainable Development,,0
Q28104143,World Federation of Orthodontists,,1
Q28127157,Global Fishing Watch,international nonprofit organization established to monitor fishing in the world's oceans,2
Q28132046,WFIM,World Federation of Islamic Missions,1
Q28134544,Am Yisrael Foundation,Israeli non-profit pro-Zionist organization,1
Q28135019,International Forum of Sovereign Wealth Funds,,1
Q28135063,Hedge Fund Standards Board,Financial organization,2
Q28136189,Disability History Association,,1
Q28455604,Africa-America Institute,,1
Q28793142,Q28793142,,1
Q29378847,International Society for Affective Disorders,,2
Q29576723,European Network of Science Centres and Museums,international organization based in Brussels Belgium,0
Q29577703,European Health Telematics Association,"international organization based in Brussels, Belgium",0
Q29581936,"European Council of the Industry of Paint, Printing Inks and Art Colors","international organization based in Brussels, Belgium",0
Q29585500,Trans European Policy Studies Association,"international organization based in Brussels, Belgium",1
Q29958388,European Network of Living Labs,an international federation of living labs in Europe and worldwide,0
Q30255602,European Centre for Executive Development,"nonprofit organization in Fontainebleau, France",1
Q30324635,Association of Secretaries General of Parliaments,World organization of Clerks of Parliaments,2
Q30324772,Internal Displacement Monitoring Centre,,1
Q30596094,Desert Locust Control Organization for Eastern Africa,Africa regional pest and vector management organization established by International Convention in 1962,3
Q30607187,Fourth Estate,"An international, non-partisan, human rights, journalism organization",3
Q32159726,World Association of Major Metropolises,,1
Q33923369,International Commission for the Northwest Atlantic Fisheries,international fisheries management organization (1950–1979),0
Q35122846,Authorised Neutral Athletes,category under which Russian athletes can compete at international competitions after the 2010s doping scandal,15
Q38330688,European Precious Metals Federation,Euro-wide organization,0
Q39086738,International Panel of Parliamentarians for Freedom of Religion or Belief,,1
Q45244763,International Rice Genome Sequencing Project,,1
Q47498723,International Commission on the Protection of the Oder against Pollution,,1
Q48748710,International alliance for the protection of heritage in conflict areas,,3
Q48803070,CEE Bankwatch Network,,2
Q48964617,International Commission on Physics Education,,0
Q48982173,International Group of Controlling,,0
Q49963116,International Federation of Infection Control,,0
Q50072884,European Group for Intelligent Computing in Engineering,,0
Q50078510,International Dairy Federation,,1
Q50128129,Forum of Slavic Cultures,non-governmental organization,2
Q50180867,Mediterranean Forum of Physical and Rehabilitation Medicine,,0
Q50183610,International Research Group on Physics Teaching,,0
Q50183955,European Association for Potato Research.,,0
Q50211077,Europhras,,0
Q50212815,International Federation for Home Economics,,0
Q50219471,Central and Eastern European Privatization Network,,0
Q50285478,International Society for Inventory Research,,0
Q51698517,International Fact-Checking Network,Poynter Institute group dedicated to fact-checking,4
Q51720373,Single African Air Transport Market,project of African countries to create a single air transport market,2
Q54943698,Q54943698,,0
Q55075150,Athletics Integrity Unit,,5
Q55611160,European Historic Houses Association,,1
Q55614261,Ice Sheet Mass Balance Inter-comparison Exercise,international scientific organization,1
Q56064561,Global Dryland Alliance,,2
Q56256781,Health for África,International NGO,0
Q56323890,The International Centre for Women Playwrights,"ICWP began in 1988 in Buffalo, New York, with the mission of supporting and promoting women playwrights around the world and bringing attention to their works.",0
Q56326685,World Federation of the Deaf Youth Section,international organization,1
Q56372015,Q56372015,,1
Q56754187,Q56754187,,0
Q58077156,International Tag Federation,Tag football international governing body,0
Q59188565,NATO Science and Technology Organization,STO NATO,2
Q59987349,New Hanseatic League,group of countries that want a more developed European single market,7
Q60464312,FAAAT think & do tank,,2
Q60564688,International Committee of Women for Permanent Peace,peace movement established in 1915,1
Q60681446,International Council on Shared Parenting,international nonprofit focusing on needs and rights of children whose parents don't live together,2
Q60746220,Powering Past Coal Alliance,Climate change organization,2
Q60794819,European Network of Councils for the Judiciary,organisation of the European Union,1
Q60809166,Q60809166,,1
Q61275219,Instrument in Support of Trade Exchanges,SPV to facilitate non-dollar trade with Iran,7
Q61403156,The Global Bank Investment Guarantee Agency,Development Finance Institution,0
Q62057751,Provisional International Civil Aviation Organization,international organization on civil aviation that was replaced by the International Civil Aviation Organization,0
Q62570867,Affinity Group of National Associations,network of national associations and regional platforms,0
Q62570916,Artists at Risk Connection,Hub of freedom of expression and artistic freedom organizations worldwide networking together to support artists at risk,0
Q62571054,Conference of Ibero-American Cinematographic Authorities,"International agency for the Ibero-American region, specializing in audiovisual and cinematographic production",0
Q63068285,Congress of European Nationalities,,3
Q63122539,International Camel Organization,,1
Q63970094,Pacific Rim Research Libraries Alliance,International organization of libraries,0
Q64484547,Undetectable = Untransmittable,"campaign for treatment, education and destigmatization of HIV",2
Q64596466,DIMMID,international monastic organization,0
Q65071399,World Association of Medical Editors,international association of medical journal editors,3
Q65117275,Irish Genealogical Research Society,organization with archive of Irish genealogical material,1
Q65118155,Genesis Philanthropy Group,,1
Q65158147,Chamber of Regions,,2
Q65227050,Alliance to End Plastic Waste,,2
Q65265615,Strategic Communications Centre of Excellence,NATO StratCom COE,1
Q65435529,Somalia-China Friendship Association,,1
Q65963626,Q65963626,,0
Q68559888,Amsterdam Time Machine,The Amsterdam Time Machine (ATM) is a public  research resource on the history of Amsterdam.,0
Q72936141,International GLAM Labs Community,international network of cultural institutions,0
Q75720752,European Union of Christian Democratic Workers,labor organization of the EPP,2
Q76118554,Sámi Giellagáldu,pan-Nordic language authority and the highest decision-marking authority for the Saami languages,0
Q79074597,Next Generation,international organization,0
Q79385610,Q79385610,,1
Q83490969,Inter-American Drug Abuse Control Commission,,0
Q87332607,United Nations Confidence Restoration Operation in Croatia,a United Nations peacekeeping mission in Croatia,12
Q87647610,Campus numérique francophone de Cotonou,,2
Q88234914,Africa Centres for Disease Control and Prevention,"pan-African research, education and support organization for disease control and prevention",8
Q88273285,International Research Council,international organization for academic research,0
Q88402135,African Civil Aviation Commission,specialised agency of the African Union,2
Q88658972,International Woman Suffrage Alliance,organization,0
Q88958793,Codex Alimentarius Commission,intergovernmental organization on food standards,5
Q89794347,MILMED CoE,NATO Centre of Excellence for Military Medicine,1
Q89913719,International Association for  Classical Archaeology,Scientific International Association,0
Q93456830,Supreme Council of Arab African Economy,organization,0
Q93908155,Arab Union of Judges,regional Arab organization,1
Q96142356,Inter-Parliamentary Alliance on China,"international, cross-party alliance of parliamentarians",6
Q96382202,International Coalition of Medicines Regulatory Authorities,international organization,2
Q96693279,Union of National Radio and Television Organizations of Africa,,0
Q96979217,The Mahdi Servants Union,international non-governmental organization,2
Q97167520,African Medicines Agency,proposed agency of the African Union,2
Q97172111,CI COE,NATO Counter-Intelligence Centre of Excellence,1
Q97276460,Q97276460,,1
Q97285650,Open & Agile Smart Cities,,0
Q97285673,Sahel Alliance,,1
Q97728578,International Common Law Court of Justice Vienna,"The ICCJV was established to have an impartial judgment far from politics and corruption. ICCJV aims to resolve disputes of any nature fairly and impartially, bringing peace and equality.",0
Q98644356,Q98644356,,0
Q98865941,International Federation for Produce Standards,international produce standards organization,0
Q98929428,International Association of School Librarianship,professional association,0
Q100490931,North Seas Energy Cooperation,,0
Q100714569,Project Encephalon,international non-profit organization for neuroscience enthusiasts,0
Q101114561,WomenTech Network,global network for women in technology,0
Q103164620,European Solidarity Corps,,1
Q104535862,Partnership Council,multinational body to govern relations between the EU and UK,1
Q105094293,Court of Justice and Law,"CJL bases its work on the values of Solidarity and Peace. CJL is far from politics and corruption. CJL aims to resolve disputes of any nature fairly and impartially, bringing peace and equality.",0
Q105899139,Entomological Collections Network,The Entomological Collections Network (ECN) is a long standing organization whose mission is to disseminate information about best practices in entomological (and arthropod) natural history collections.,0
Q106565796,Basic Internet Foundation,Non-profit organization promoting digital inclusion,0
Q106651916,Internationale Union der Holzarbeiter,international organization; union,0
Q106783534,"Východoevropská informační agentura (Praha, Česko)",,1
Q106799222,International Federation of Master Cotton Spinners' and Manufacturers' Associations,"chamber, association",0
Q106823265,International Longevity Alliance,international nonprofit organization,2
Q106881698,Association of World Citizens,humanist organization,0
Q107059634,Comité International des Échanges,international organization,0
Q107088306,Verband für Europäische Verständigung,international organization,0
Q107135289,International Management Institute,international organization,0
Q107138085,Mitteleuropäischer Binnenschiffahrtsverband,international organization,0
Q107139169,Rheinschiffahrtsverband Konstanz,international organization,0
Q107239890,Fédération Internationale de la Laine,international organization,0
Q107239892,Fédération Internationale des Syndicats Chrétiens d'Employés,international organization; union,0
Q107262733,Internationaler Christlicher Bergarbeiterbund,international organization,0
Q107266886,International Federation of the Technical Press,international organization,0
Q107323502,World Order Models Project,international organization,0
Q107361266,Bureau permanent de l'Entente Internationale contre la Trosième Internationale,international organization,0
Q107524147,Simply Neuroscience,"Simply Neuroscience is an international organization dedicated to expanding student involvement in neuroscience and psychology through interdisciplinary education, outreach, and awareness.",0
Q107710249,Coordination Group for Meteorological Satellites,international organization that coordinates the satellite systems that support global operational space-based environmental monitoring,2
Q107921129,World Committee of Women Against War and Fascism,Women's section of the international World Committee Against War and Fascism,0
Q108392119,World Pantheist Movement,,1
Q108472536,Hylean Amazon Institute,international oraganization,0
Q108810955,Welftion Welfare Investigation Group,Welftion Welfare Investigation Group . Is WELFTION Human Welfare Association,0
Q109255396,Federation for International FootGolf,world's governing body for the footgolf,1
Q109313794,International Pasta Organisation,,0
Q109607143,Conference of Local Authorities of Europe,,0
Q109686715,Federation of International Human Rights Museums,,0
Q109921588,Q109921588,,0
Q110472146,Q110472146,,1
Q110503768,International Educational Cinematographic Institute,international organization,1
Q110588109,International Forestry Centre,,0
Q110844698,Pro Silva,,3
