WikidataID,itemLabel,en_description,instanceof
Q219721,Robert Mundell,Canadian economist (1932-2021),human
Q113486729,Luis Enrique Oberto,Venezuelan engineer and politician,human
Q818606,Metohija,geographical and historical region of Kosovo,geographic region
Q2804030,Auguste Denise,Ivorian politician,human
Q390232,Ghaghara River,perennial trans-boundary river originating on the Tibetan Plateau near Lake Mansarovar,river
Q1191,Maharashtra,state in the western and central peninsular region of India,state of India
Q1730802,Kobe Steel,Japanese steelmaker,business
Q109010,Solna Municipality,"municipality in Stockholm County, Sweden",municipality of Sweden
Q1710365,Robert Triffin,American economist (1911–1993),human
Q56599969,Khin Maung Latt,Burmese politician,human
Q273626,École polytechnique,French institution of higher education and research in Palaiseau,engineering school
Q221653,Utrecht University,university in the Netherlands,university
Q742105,Petite Côte,,geographic region
Q3300806,Maurice Frère,Belgian civil servant,human
Q438852,Justin Ahomadégbé-Tomêtin,politician (1917-2002),human
Q7387608,S. Kasturi Ranga Iyengar,Indian journalist,human
Q6872002,Mir Afzal Khan,16th Chief Minister Khyber Pakhtunkhwa,human
Q99829,Zhao Ziyang,former General Secretary of the Chinese Communist Party (CCP),human
Q1065,United Nations,global international and intergovernmental organization,intergovernmental organization
Q18619449,David Polak,American investor,human
Q1388759,René Maheu,French philosopher,human
Q27662808,Shamsul Haq,Bangladeshi politician,human
Q8704,Walt Disney,American animator and producer (1901–1966),human
Q198313,Ziaur Rahman,Chief of Army Staff and President of Bangladesh (1936-1981),human
Q6712332,M. A. Chidambaram,Indian industrialist and cricket administrator (1918-2000),human
Q25106445,Eswatini College of Technology,higher education institution in Eswatini,higher education institution
Q96,Mexico,country in North America,country
Q5600587,Greater Kailash,human settlement in India,human settlement
Q176643,James Mirrlees,Scottish economist (1936-2018),human
Q7928328,Wang Bingqian,Chinese politician,human
Q16834530,Asia Cement Corporation,cement business in Taiwan,business
Q192667,Manuel Noriega,Panamanian head of state (1934-2017),human
Q270532,University of Aberdeen,"university in Aberdeen, Scotland, United Kingdom",public research university
Q1437161,World Energy Outlook,annual publication,publication
Q7004751,Neville Kanakeratne,Sri Lankan lawyer; diplomat and scholar,human
Q1895804,Paul Sarbanes,American politician,human
Q2713068,Rede Bandeirantes,Brazilian commercial broadcast television network,television network
Q5671280,Harry Nicholas,British trade unionist (1905-1997),human
Q375634,Sinharaja Forest Reserve,protected area in Sri Lanka,nature reserve
Q5343660,Edward J. Logue,American urban planner (1921-2000),human
Q6367773,Karachi Port Trust,government organization,government agency
Q17069411,Port of Berbera,"Port in  Somaliland, Somalia",port
Q276524,Robert Byrd,American politician (1917–2010),human
Q1007647,Naivasha,city in Kenya,city
Q2746271,Ebrahim Golestan,Iranian filmmaker and literary figure,human
Q3379823,House of Representatives,lower house of Myanmar,lower house
Q5607823,Marquis Childs,American writer and journalist,human
Q1000485,Raebareli,city,human settlement
Q888636,Orville Freeman,American politician (1918-2003),human
Q11977891,Jakob Aano,Norwegian politician (1920-2016),human
Q777028,Thaba-Tseka,city,city
Q28227711,Times Mirror Company,was an American newspaper and print media publisher,privately held company
Q4809229,Associated Press of Pakistan,news agency,news agency
Q452406,Kasetsart University,"university in Bangkok, Thailand",university
Q2061964,Paul Robert Ignatius,United States Secretary of the Navy,human
Q160213,Rama,Main character of Ramayana,legendary figure
Q168515,University of Utah,"public coeducational space-grant research university in Salt Lake City, Utah, United States",public educational institution of the United States
Q1747272,Maharaja Sayajirao University of Baroda,"public university in Vadodara, Gujarat",university
Q5967978,I. G. Patel,Indian banker,human
Q670723,Austrian National Bank,Austria’s central bank,central bank
Q1973130,University of Science Malaysia,Public research university in Malaysia,university
Q181026,Monroe Doctrine,US foreign policy regarding Latin American countries in 1823,foreign policy doctrine
Q81066,United Nations Secretary-General,Chief Administrative Officer; Head of the UN Secretariat,position
Q1277719,East African Railways and Harbours Corporation,East African railway company (1948–1977),railway company
Q221986,The Sunday Times,"British newspaper, founded 1821",weekly newspaper
Q4294393,Ministry of Foreign Affairs of Pakistan,Runs the diplomatic relations of the Islamic Republic of Pakistan with other countries,executive branch
Q15998255,K. Kanagaratnam,Ceylon Tamil politician,human
Q174158,Hebrew University of Jerusalem,Israeli university in Jerusalem,university
Q2349578,Princeton School of Public and International Affairs,professional public policy school at Princeton University,public policy school
Q17099888,United States Agricultural Information Network,organization,organization
Q115163731,International Association of Agricultural Economists,International professional organization for agricultural economists,professional association
Q1530,Baghdad,capital city of Iraq,capital city
Q10927354,National Defence University,Wikimedia disambiguation page,Wikimedia disambiguation page
Q394080,Beni Suef,capital city of the Beni Suef Governorate in Egypt,city
Q3769,French Guiana,French overseas department in South America,region of France
Q3575047,Zea diploperennis,species of plant,taxon
Q8191823,Sōhyō,former Japanese union confederation,labor union
Q588909,Nepal Airlines,flag carrier airline of Nepal,airline
Q17388761,Satya Narayan Sinha,Indian politician (1900-1983),human
Q2006144,William E. Simon,"Secretary of the Treasury, businessman",human
Q813531,Bebek,"neighbourhood in Istanbul, Turkey",neighborhood
Q7274013,R. Srinivasan,Indian politician,human
Q1255973,Dravida Munnetra Kazhagam,political party of India,political party
Q556945,Joseph Lyman Fisher,American politician (1914-1992),human
Q924,Tanzania,country in East Africa,country
Q32746,National Taiwan University,"national university located in Taipei, Taiwan",national university
Q878956,Ernest Gruening,American politician (1887-1974),human
Q661056,University of Poitiers,French university,university in France
Q1002841,Ivanjica,town and municipality in Serbia,city
Q346436,Universidad de los Andes,Wikimedia disambiguation page,Wikimedia disambiguation page
Q7962287,Walker Lee Cisler,American engineer,human
Q549835,Paulo Maluf,Brazilian politician,human
Q59321,Pakistan Military Academy,Pakistan army officer cadets training facility,military academy
Q1780182,"Viçosa, Minas Gerais","Brazilian city in the state of Minas Gerais, located in the Zona da Mata",municipality of Brazil
Q2912103,Boubou Hama,"Nigerien author, historian, and politician (1906-1982)",human
Q2058311,Litton Industries,defense contractor in the United States,business
Q967832,Japan Business Federation,Japanese employers' organization,organization
Q1156477,Pasig River,river in the Philippines,river
Q2065632,Paço de Arcos,town and former civil parish in Portugal,freguesia of Portugal
Q6382414,Keble Munn,Jamaican politician,human
Q48320,Kobe,"capital city of Hyōgo Prefecture, Japan",city of Japan
Q2124886,Roosevelt University,"private university in Chicago, Illinois, United States",university
Q876526,Khon Kaen,"city in Khon Kaen province, Thailand",big city
Q604470,Shandong University,university in China,university
Q3179505,University of El Salvador,Public university of El Salvador,public university
Q2344961,Stephen Marglin,American economist,human
Q533627,El Carmen de Atrato,Colombian municipality of the department of Chocó,municipality of Colombia
Q10723329,Yale Divinity School,Theological Graduate School of Yale University,seminary
Q852528,Wad Madani,"city in Gezira State, Sudan",city
Q3551360,University of Washington Press,university press,university press
Q69300,Gland,municipality in Switzerland,municipality of Switzerland
Q7929025,Vigyan Bhavan,building in India,convention center
Q991006,Minatitlán,in Veracruz,city
Q21165067,Horace Newton Barber,botanist (1914-1971),human
Q10994963,Hemwati Nandan Bahuguna Garhwal University,"university in Uttarkhand, India",university
Q2569,Karl Carstens,President of the Federal Republic of Germany (1914-1992),human
Q789966,Bank of Spain,central bank,organization
Q4389990,Ranchor Prime,British Hare Krishna writer,human
Q162708,Jean-Bedel Bokassa,2nd president (1966–76) and emperor (r. 1976–79) of the Central African Republic,human
Q3348064,Muzaffar Ahmed,"Bengali politician, journalist and communist activist",human
Q7526522,"Sir Edward Boyle, 1st Baronet",British politician (1848-1909),human
Q5338374,Edison Electric Institute,organization,organization
Q2300423,United States Conference of Catholic Bishops,organization,episcopal conference
Q3674,Niamey,capital of Niger,city
Q1152847,Lloyds Bank,British retail and commercial bank,bank
Q6106020,J. Irwin Miller,American businessman (1909-2004),human
Q1142901,United Nations Economic and Social Commission for Asia and the Pacific,United Nations Commission for economic cooperation among its member states,international organization
Q2625953,Turrialba,"district in Turrialba canton, Cartago province, Costa Rica",district of Costa Rica
Q3820,Beirut,capital and largest city of Lebanon,capital city
Q187895,Zonguldak,"central district and city in Zonguldak province, Turkey",city
Q49179,Worcester,"county seat city in Worcester County, Massachusetts, United States",county seat
Q189596,Vardar,river in North Macedonia and Greece,river
Q3909,Maseru,capital of Lesotho,city
Q448532,Morgan Stanley Wealth Management,company,credit institution
Q1150419,National University of Colombia,Colombian public university,public university
Q408744,Falls Church,"independent city in Virginia, United States",independent city
Q38022,St. Louis,"independent city in Missouri, United States",city in the United States
Q4689024,Affonso Celso Pastore,Brazilian economist,human
Q766486,Hercules Inc.,"defunct chemical and munitions manufacturing company based in Wilmington, Delaware",business
Q21008001,Bank of Brussels,former Belgian bank,organization
Q1853468,Bangko Sentral ng Pilipinas,central bank of the Philippines,central bank
Q85320996,Wendy Woods,South African educator and activist,human
Q214485,Kisumu,city in Kenya,city
Q156538,Hevea brasiliensis,species of plant,taxon
Q2176952,Russell Senate Office Building,American government building,architectural structure
Q104941833,"Caja de Credito Agrario, Industrial y Minero",business,business
Q766032,Tokyo Shimbun,Japanese newspaper,daily newspaper
Q927304,University of Nigeria,"federal university in Nsukka, Enugu State, Nigeria",university
Q1782980,University of Lagos,Nigerian public university,university
Q2295122,Benjamin Anderson,American economist (1886-1949),human
Q16877290,Mohamed Lamine,Wikimedia disambiguation page,Wikimedia disambiguation page
Q199938,Tonlé Sap,lake in Cambodia,lake
Q12940,Jacques Chaban-Delmas,82nd Prime Minister of France,human
Q501715,Port-Gentil,city in Gabon,city
Q2416483,Sunderland,"town in Franklin County, Massachusetts, United States",town in the United States
Q16140261,Sukich Nimmanheminda,Thai politician (1906-1976),human
Q624307,Arab Monetary Fund,,international financial institution
Q1498,Uttar Pradesh,state in northern India,state of India
Q11155122,Port Klang,human settlement in Malaysia,human settlement
Q7383805,Ryan,"town in New South Wales, Australia",town
Q237901,Tarim River,river in the People's Republic of China,river
Q2798936,University of Santiago,Wikimedia disambiguation page,Wikimedia disambiguation page
Q1045828,University of East Anglia,"university in Norwich, England",university
Q767319,Wiley-Blackwell,"international scientific, technical, medical, and scholarly publishing business of John Wiley & Sons",book publisher
Q8146,yen,official currency of Japan,currency
Q186285,University of Copenhagen,"public research university in Copenhagen, Denmark",public research university
Q3555993,Vernon Jordan,American lawyer and civil rights activist,human
Q7115234,Oxford Analytica,British private intelligence and management consulting firm,consulting company
Q2060973,Paul Leser,German agrarian historian,human
Q578269,HM Treasury,United Kingdom government department,department of the United Kingdom Government
Q848629,U.S. News & World Report,American news magazine,magazine
Q594712,Council on Foreign Relations,think tank specializing in U.S. foreign policy and international affairs,think tank
Q7366034,Ronnie de Mel,Sri Lankan politician,human
Q172691,Thar Desert,"large, arid region in India and Pakistan",desert
Q815,Gabriel Gonzáles Videla,Chilean politician (1898-1980),human
Q5189444,Crown Prince Gustav of Sweden,Wikimedia disambiguation page,Wikimedia human name disambiguation page
Q1153094,Sophia University,"private university in Tokyo, Japan",university
Q7454271,Sergio García Ramírez,Mexican politician,human
Q849129,Mount Richard-Molard,mountain in Guinea and Cote d'Ivoire,mountain
Q4065797,Ștefan Andrei,Romanian politician,human
Q6032895,Ingo Walter,American economist,human
Q274591,Électricité de France,French multinational electric utility company,public company
Q180089,The Economist,British weekly news and international affairs publication,magazine
Q5039385,Caribbean Free Trade Association,English speaking economic trade organization,organization
Q11050122,University of America,Colombian university,university
Q62823,Barranquilla,capital district of Atlántico Department in Colombia,city
Q503862,Naantali,city in the region of Finland Proper,city
Q48641634,Juan Alberto Fuentes,Guatemalan economist,human
Q1408322,Hassi R'Mel,municipality of Algeria,commune of Algeria
Q7296742,Ravindra Varma,Indian politician (1925-2006),human
Q288771,Hans van Mierlo,Dutch politician (1931-2010),human
Q19604466,National Council of Applied Economic Research,organization,think tank
Q6241711,John Jay Hopkins,founder and president of General Dynamics (1893-1957),human
Q3616,Tehran,capital city of Iran,capital city
Q1193547,Tulane University,"private research university in New Orleans, Louisiana, United States",university
Q8010037,William Gorham,American economist,human
Q168057,Craiova,"city in Dolj County, Romania",municipality of Romania
Q212693,Paul Niculescu-Mizil,Romanian politician (1923-2008),human
Q1282314,Akosombo Dam,"dam in Akosombo, Ghana",hydroelectric power station
Q739627,Pennsylvania State University,"public university in Pennsylvania, United States",production company
Q33396,Quảng Ninh,province of Vietnam,province of Vietnam
Q6939711,Murtala Nyako,Nigerian politician,human
Q929597,John Gunther,American journalist (1901-1970),human
Q7266408,Qamar ul Islam,Indian politician,human
Q3901983,Baker Plan,proposed solution to the Western Sahara conflict,proposal
Q178835,Baalbek,"city in Baalbek-Hermel, Lebanon",city
Q1513,Nagpur,"city in Maharashtra, India",city
Q180280,Turgut Özal,Turkish politician (1927-1993),human
Q401032,Ahmadu Bello,Nigerian politician,human
Q49205,Wellesley College,private women's liberal arts college in Massachusetts,university
Q186525,Julius Nyerere,"Tanzanian politician and writer, first Prime Minister and President of Tanzania (1922-1999) and Servant of God",human
Q3128202,Hassen Belkhodja,Tunisian politician and businessman (1916-1981),human
Q7033005,Nigerian Ports Authority,Nigerian government agency,government agency
Q29447353,Richard J. Herring,American economist,human
Q1524124,Morehouse College,"historically black men's liberal arts college in Atlanta, Georgia, United States",college
Q490163,Korea Institute of Science and Technology,"multi-disciplinary research institute in Seoul, South Korea",research institute
Q555902,Wadie Haddad,politician (1927-1978),human
Q20668286,Rinaldo Ossola,Italian economist and politician,human
Q7811892,Toby T. Gati,American government official,human
Q180865,University of Toronto,"public research university in Toronto, Ontario, Canada",collegiate university
Q3372325,Peking Union Medical College,Chinese medical college,medical school
Q930539,Richard R. Nelson,(b.1930) American professor of economics,human
Q1044,Sierra Leone,sovereign state in West Africa,country
Q447236,Stanley Fischer,American economist,human
Q1047,Jawaharlal Nehru,Prime Minister of India from 1947 to 1964,human
Q709513,Arthur Goldberg,"American lawyer, politician and civil servant (1908-1990)",human
Q16119,Idar-Oberstein,"town in the Birkenfeld district in Rhineland-Palatinate, Germany",urban municipality in Germany
Q1400001,Federation of Cuban Women,organization,organization
Q1249188,Nancy-Université,"French public cluster of research and higher education insitutions (PRES), from 2007 to 2009.",consortium of universities in France
Q92269427,Ernest Steven Monteiro,Doctor who started his service at Tan Tock Seng Hospital in 1929,human
Q13091528,Ali Wardhana,Indonesian politician,human
Q178168,Mitrovica,City in Kosovo,city
Q26590,Ciudad Juárez,"city and seat of Juárez Municipality, Chihuahua",border town
Q918520,Harry Dexter White,American economist and spy (1892–1948),human
Q16988827,Robert Keating,Irish politician,human
Q1974898,Neil Wallace,American economist,human
Q726193,Ashok Leyland,company,public company
Q5984727,Ibrahim Shihata,Egyptian diplomat,human
Q41804270,Robert E. Lipsey,economist,human
Q1572262,Sine-Saloum,administrative region,administrative region
Q15932115,Chen Minzhang,,human
Q16821433,Pakistan Steel Mills,steel production company based in Pakistan,business
Q672241,Jog Falls,second largest plunge falls located in Karnataka,waterfall
Q11739,Lahore,"capital of the Punjab province, Pakistan",city
Q3809527,John P. Lewis,American academic and presidential advisor,human
Q4834561,BAIF Development Research Foundation,organization,organization
Q1422372,Markham Valley,valley,valley
Q221062,DuPont,American multinational chemical company,public company
Q16015931,Joseph Maina Mungai,Kenyan medical professor (1932-2003),human
Q4856051,Bank of Australia,,business
Q1729784,Karl-Hans Kern,German politician (1932-2014),human
Q355009,Jackson Browne,American singer-songwriter,human
Q6686741,Louis Berger,American businessman and engineer (1914-1996),human
Q284392,Office of Management and Budget,agency that prepares and evaluates the President of the United States' annual budget to Congress,United States federal agency
Q2096836,University of Zambia,"public university in Lusaka, Zambia",public university
Q5614364,Guayabo National Monument,protected area in Costa Rica,archaeological site
Q231318,Johor Bahru,"city and state capital of Johor, Malaysia",city of Malaysia
Q15820383,Iqbal Akhund,Pakistani diplomat,human
Q598954,Henry Richardson Labouisse,United States ambassador,human
Q3326194,José Alfredo Martínez de Hoz,Argentine businessman and economist (1925-2013),human
Q1963,Khartoum,capital city of Sudan,city
Q212900,Lehman Brothers,defunct American financial services firm,investment bank
Q911549,Danube–Tisa–Danube Canal,canal,canal
Q656871,University of Khartoum,university in Sudan,university
Q16875195,Richard Ruggles,American economist,human
Q53536,Federal Reserve System,central banking system of the United States,central bank
Q2933,Asunción,capital of Paraguay,city
Q2444359,Toronto General Hospital,hospital in Canada,university hospital
Q16019141,Bayless Manning,American lawyer and academic (1923-2011),human
Q192278,Pancho Villa,Mexican revolutionary (1878-1923),human
Q3460725,Sabri Hamadé,Lebanese politician,human
Q6970898,National Bank of Detroit,defunct American commercial bank,company
Q193326,Goldman Sachs & Co. (US),American investment bank,stock exchange
Q5486843,Frank Giles,British journalist,human
Q2518,Helmut Kohl,Chancellor of West Germany and reunified Germany (1930–2017),human
Q465584,American Library Association,American library association and professional society,nonprofit organization
Q19878,Muammar Gaddafi,"Libyan revolutionary, politician and political theorist (1942–2011)",human
Q153675,Manavgat River,river in Turkey,river
Q3569,Senegal River,river in West Africa,river
Q16019663,Chua Sian Chin,Singaporean politician (1933-2014),human
Q886704,George Lemuel Woods,American politician,human
Q245233,Ethiopian Airlines,flag-carrier airline of Ethiopia,airline
Q1434880,Surgeon General of the United States,head of the U.S. Public Health Service Commissioned Corps,position
Q3881,Lusaka,capital of Zambia,city
Q10605835,"Oban Hills, Cross-river state",range of hills in Cross River State,mountain range
Q204806,Benue River,tributary of the Niger River in Cameroon and Nigeria,river
Q671812,Chapel Hill,"town in Orange County, North Carolina, United States",town in the United States
Q8768,Henry Ford,American business magnate (1863–1947),human
Q842143,Petrolina,"municipality of Pernambuco State, Brazil",big city
Q39121,Leeds,"city in West Yorkshire, England, United Kingdom",city
Q2380585,Ruidoso,"village in Lincoln County, New Mexico, United States",village in the United States
Q3562146,Voice of Nigeria,international broadcasting station of Nigeria,radio station
Q400630,Ahmed Jibril,Palestinian politician,human
Q7630498,Suara Karya,former newspaper in Indonesia,newspaper
Q1353679,University of Nebraska–Lincoln,"public university in Lincoln, Nebraska, United States",university
Q531385,Gaston Palewski,French diplomat (1901-1984),human
Q4720858,Alexandre Kafka,Brazilian economist,human
Q1061504,Stockholm School of Economics,Swedish business school,business school
Q170075,United Nations Economic and Social Council,principal organ of the United Nations,principal organ of the United Nations
Q2390123,Carlo Lotti,Italian hydraulic engineer * 1916,human
Q47531783,Victor W. Sidel,American physician,human
Q205655,Singapore Strait,"strait between Indonesia, Malaysia and Singapore",strait
Q5346932,Edwin Yoder,American journalist,human
Q5040650,Carl Pohlad,American financier (1915–2009),human
Q4743367,American Chiropractic Association,organization,organization
Q4792662,Armand Fabella,Filipino educator (1930-2008),human
Q6777191,Martins Bank,a London former private bank,business
Q287171,ABC News,news division of the American Broadcasting Company,specialty channel
Q381928,Tribhuvan of Nepal,King of Nepal (1906-1955),human
Q6974818,National Party of Nigeria,Nigerian political party,political party
Q6074831,Irving Trust,"formerly a large New York bank, merged into Bank of New York in 1988",business
Q3165864,Jean-François Rischard,Luxembourgian economist,human
Q2424039,League of Communists of Serbia,political party in Serbia,political party
Q935878,Mekong River Commission,Intergovernmental organization that manages the water resources of the Mekong River,organization
Q718245,Louis Lansana Beavogui,President Guinea (1923-1984),human
Q637440,Lazard,global investment bank,credit institution
Q6092504,Port of Callao,port in Peru,port
Q1706385,"Joseph A. Califano, Jr.",American politician,human
Q2985133,White Panther Party,"far-left, anti-racist, white American political collective",political party
Q908779,German Marshall Fund,foundation,organization
Q717,Venezuela,sovereign state in northern South America,country
Q16254220,National Renovation Party,political party in Guatemala,political party
Q336913,Neelam Sanjiva Reddy,Sixth President of India (1913-1996),human
Q2187095,Uganda People's Congress,political party from Uganda (founded 1960; ruling party 1962-1971 and 1980-1985; sole legal political party 1969-1971),political party
Q282690,Group of Thirty,International body of leading financiers and academics,advocacy group
Q105037,Callao,city and main seaport of Peru,city
Q219962,Seretse Khama,First President of Botswana (1921–1980),human
Q1642894,Hedi Amara Nouira,Tunisian politician (1911-1993),human
Q5349914,Eisenhower Fellowships,organization,organization
Q533510,Barbara Bergmann,American feminist economist (1927-2015),human
Q81965,General Motors,"automotive manufacturing corporation based in Detroit, Michigan, USA",automobile manufacturer
Q10389,Bandung City,"city and capital of West Java Province, Indonesia",city of Indonesia
Q5082425,Charles Secrett,environmentalist,human
Q7926187,Victor Nendaka Bika,Democratic Republic of the Congo politician,human
Q1224,Carlo Azeglio Ciampi,10th President of Italy,human
Q207690,Poyang Lake,"Largest freshwater lake in China, located in Jiangxi Province",lake
Q151510,Heidelberg University,"public research university in Heidelberg, Baden-Württemberg, Germany",campus
Q4013889,Virgil Trofin,Deputy Prime Minister of Romania,human
Q3309553,Michel Dupuy,Canadian politician (1930-2023),human
Q327533,Khon Kaen,province in northeastern Thailand,province of Thailand
Q4823203,Austin Murphy,"politician, lawyer and United States Marine",human
Q337849,José Lutzenberger,"Brazilian agronomist, writer, philosopher, landscaper and environmentalist (1926-2002)",human
Q1463,Ferdinand Marcos,President of the Philippines from 1965 to 1986,human
Q11462,Surabaya,"city and capital of East Java Province, Indonesia",city of Indonesia
Q464953,Kwara State,State in Nigeria,state of Nigeria
Q1677361,Jackson Hole,"valley in Teton County, Wyoming, United States",valley
Q2734905,Toa Payoh,planning area and matured residential town located in the northern part of the Central Region of Singapore,town
Q346690,Barthélemy Boganda,1st Prime Minister of the Central African Republic autonomous territory (1910-1959),human
Q1005,The Gambia,sovereign state in West Africa,country
Q936897,Luther H. Evans,American political scientist (1902-1981),human
Q1239374,Don Nickles,"American businessperson, former Republican United States Senator from Oklahoma",human
Q6126035,Jalan Ampang,road in Malaysia,road
Q722224,Halfdan T. Mahler,Danish medical doctor and director-general of the World Health Organisation (WHO),human
Q5233191,David E. Lilienthal,"Chairman, Tennessee Valley Authority and Atomic Energy Commission.",human
Q187938,Pitești,"city in Argeș County, Romania",municipality of Romania
Q660266,Châtel-Guyon,"commune in Puy-de-Dôme, France",commune of France
Q485172,Ann Arbor,"county seat of Washtenaw County, Michigan, United States",county seat
Q1812086,Tokio Marine,insurance holding company,business
Q564652,Sveriges Riksbank,central bank of Sweden,central bank
Q711996,Barnala,City in Punjab (India),city
Q1441961,Francisco Fernández Ordóñez,Spanish politician (1930-1992),human
Q1365099,Kilimanjaro International Airport,airport,international airport
Q462023,Kölner Stadt-Anzeiger,newspaper,daily newspaper
Q686833,Lovanium University,university,university
Q456409,Thomas Braden,American journalist,human
Q235843,James Meade,British economist,human
Q711691,Taiwan Power Company,The electric utility company of Taiwan,public utility
Q494197,United Steelworkers,industrial labor union in North America,labor union
Q495267,The Canberra Times,"Australian newspaper in Canberra, Australia",daily newspaper
Q23582457,Pickands Mather Group,American coal and commodity shipping company,subsidiary
Q153425,Jacques Delors,French politician (born 1925),human
Q826,Maldives,"sovereign state in South Asia, situated on an archipelago in the Arabian Sea",country
Q6970885,National Bank of Abu Dhabi,bank operating in the United Arab Emirates which merged with the First Gulf Bank in 2016 to form First Abu Dhabi Bank,business
Q6583,Sahara,desert on the African continent,desert
Q1513875,Adriatic Highway,coastal road in Southeastern Europe,thoroughfare
Q2096604,Sharif University of Technology,"university in Tehran, Iran",public university
Q1364026,Norman Cousins,American journalist,human
Q339715,Madhu Dandavate,Indian politician (1924-2005),human
Q457445,Carla Anderson Hills,American lawyer and Secretary of Housing,human
Q1126918,Dagens Nyheter,Swedish newspaper,daily newspaper
Q28446366,Electoral Commission of Uganda,constitutional body of the Government of Uganda in charge of elections,government agency
Q200499,Muhammad Zia-ul-Haq,President of Pakistan from 1978 to 1988,human
Q7273871,R. N. Malhotra,Indian banker,human
Q210108,BirdLife International,global partnership of conservation organizations that strives to conserve birds,charitable organization
Q493141,University of Botswana,university in Botswana,university
Q7355,Yellow River,major river in China,river
Q1591700,Khir Johari,Malaysian politician and sports administrator (1923-2006),human
Q62711719,Zechariah Baumel,American-Israeli soldier in the Israel Defense Forces,human
Q2033836,Pratap Chandra Chunder,Indian politician,human
Q7660161,Sydney Steel Corporation,Canadian steelmaker,business
Q4772980,Anthony M. Solomon,American economist (1919-2008),human
Q607131,MetLife,American insurance holding company,public company
Q907481,Columbia Business School,business school,business school
Q835217,Budimir Lončar,Yugoslav politician,human
Q95307,Tom Enders,German businessman,human
Q588239,Tribhuvan University,"public university in Kathmandu, Nepal",university
Q2568957,Aureliano Chaves,Brazilian politician,human
Q23752019,Fernand Spaak,Belgian lawyer and diplomat,human
Q7109265,Ottawa University,"private, non-profit, Christian liberal arts university in Ottawa, Kansas, United States",university
Q685767,Richard N. Frye,American historian,human
Q188567,Grameen Bank,microfinance organization and community development bank,bank
Q9531,BBC,British public service broadcaster,organization
Q960919,Jacob Viner,Canadian economist,human
Q888606,Frank Lausche,American politician (1895–1990),human
Q1634339,"Hugh Foot, Baron Caradon",British diplomat (1907-1990),human
Q288292,Durand Line,border between Afghanistan and Pakistan,border
Q2577938,William B. Widnall,American politician,human
Q192041,Boris Kidrič,Prime Minister of Slovenia (1912-1953),human
Q2449,Mogadishu,capital of Somalia,capital city
Q1073828,Chinese Academy of Social Sciences,state academy of sciences,think tank
Q3551576,University of Clermont-Ferrand (1896-1976),"former French university from 1896 to 1976, replaced in 1976 by two diferent universities : Université Clermont I et Université Clermont II",university
Q193098,Kuwaiti dinar,Currency of Kuwait,currency
Q7285331,Raj Narain,Indian freedom fighter and politician,human
Q1060621,Ankara University,Turkish public university located in Ankara,public university
Q18125,Manchester,"major city in Greater Manchester, England, UK",city
Q54108,Bahía Blanca,city in Argentina,big city
Q46739,Octavio Paz,"Mexican writer, poet and diplomat",human
Q78,Basel,"city on the Rhine, in Switzerland",municipality of Switzerland
Q192775,University of Glasgow,"university located in Glasgow, Scotland, founded in 1451",open-access publisher
Q1126189,London School of Hygiene & Tropical Medicine,"public research university in Bloomsbury, Camden, UK; constituent college of the University of London",higher education institution
Q120133438,James M. Hester,,human
Q1323296,Xinjiang Production and Construction Corps,Chinese governmental organization,business
Q56226294,Kazi Anwarul Haque,Pakistani politician,human
Q473068,Gaudium et Spes,Catholic document; Pastoral Constitution on the Church in the Modern World,apostolic constitution
Q622880,hartebeest,species of African grassland antelope,taxon
Q1682329,Tuskegee University,"private, historically black university located in Tuskegee, Alabama, USA",university
Q6764908,Mario Ramón Beteta,Mexican Secretary of Finance (1975-1976),human
Q181479,Ben Gurion Airport,main international airport of Israel,international airport
Q212128,NHK,Japanese broadcasting company,radio station
Q7814820,Tom B. Coughran,American banker,human
Q43106,Zambezi River,"The Zambezi (also spelled Zambeze and Zambesi) is the fourth-longest river in Africa, the longest east-flowing river in Africa and the largest flowing into the Indian Ocean from Africa",main stream
Q950579,Riad Al Solh,Lebonese politician (1894–1951),human
Q39109,Minas Gerais,state in the Southeast Region of Brazil,federative unit of Brazil
Q2919540,J. Paul Getty Trust,"cultural and philanthropic institution dedicated to the presentation, conservation, and interpretation of the world’s artistic legacy",not-for-profit arts organization
Q9092479,Magdalena River Valley,region in Colombia,valley
Q4598174,Bernard Berelson,American behavioral scientist,human
Q3021274,Degrémont,French business,business
Q6669567,Lomé Agreement,Wikimedia disambiguation page,Wikimedia disambiguation page
Q1137779,University of Cauca,university,public university
Q1299336,Richard Darman,American businessman and government official,human
Q1930,Ottawa,capital city of Canada,capital city
Q7984013,Wesley Theological Seminary,,seminary
Q240,Brussels-Capital Region,federal region of Belgium,region of Belgium
Q7699810,Tengku Razaleigh Hamzah,Malaysian politician,human
Q1750468,Leslie Hilton Brown,British agriculturalist and ornithologist,human
Q182137,Lake Maracaibo,large lake in Venezuela with an outflow to the Caribbean Sea,lake
Q185246,Uppsala University,"research university in Uppsala, Sweden",university
Q1405539,Ferdinand Lacina,"Austrian politician, minister of finance",human
Q326303,Montreal Convention,Convention for the Unification of Certain Rules for International Carriage by Air,treaty
Q309135,Corriere della Sera,Italian newspaper,newspaper
Q4856180,Bank of Singapore,,business
Q4412467,North-West Frontier Province,former province of British India and later of Pakistan,province of Pakistan
Q4913680,Bimal Jalan,Indian economist,human
Q5341917,Edward Bleier,television executive,human
