WikidataID,itemLabel,en_description,sitelinks
Q8896,Council of the European Union,institution of the European Union representing the member states' governments bringing together national ministers from each EU country to adopt laws and coordinate policies,75
Q7888477,United Nations Office for West Africa and the Sahel,"UN political mission established for preventive diplomacy, political mediation and facilitation in West Africa and the Sahel",2
Q7888493,United Nations Peacebuilding Support Office in Guinea-Bissau,organization,3
Q1007,Guinea-Bissau,sovereign state in Western Africa,267
Q1109786,Special Tribunal for Lebanon,international tribunal for the Rafic Hariri assassination,12
Q122880,European Court of Human Rights,"international court in Strasbourg, France, established by the European Convention on Human Rights",80
Q1044,Sierra Leone,sovereign state in West Africa,265
Q1387974,United Nations Global Compact,non-binding United Nations pact to encourage businesses to adopt sustainable and socially responsible policies,20
Q23427,South Ossetia,disputed region in the South Caucasus,174
Q81299,Organization for Security and Co-operation in Europe,security-oriented intergovernmental organization,87
Q849603,National League for Democracy,political party in Myanmar,36
Q35493,Almaty,former capital of Kazakhstan and the nation's largest city,143
Q688306,North Darfur,state of Sudan,39
Q838778,South Darfur,state of Sudan,39
Q487381,United Nations Mission in Ethiopia and Eritrea,organization,16
Q155654,International Security Assistance Force,"NATO-led security mission in Afghanistan, 2001â14",49
Q42418,Taliban,Islamist organization in Afghanistan (founded 1994),130
Q574,East Timor,sovereign state situated on several islands in Southeast Asia,267
Q610055,Kodori Valley,valley in Abkhasia,28
Q3394179,Haitian National Police,the law enforcement and defense force of Haiti,8
Q456415,Litani River,river in Lebanon,41
Q1188366,World Health Assembly,governing body of the World Health Organization,12
Q3152150,United Nations Institute for Disarmament Research,research institute of the United Nations,15
Q383108,Afghan National Army,branch of the Afghan Armed Forces,21
Q488326,South Kivu,province of the Democratic Republic of the Congo,52
Q34433,University of Oxford,"collegiate research university in Oxford, England",132
Q1507285,Republic of Sierra Leone Armed Forces,combined armed forces of Sierra Leone,9
Q459960,Sudan People's Liberation Movement,political party,30
Q5570494,Global Migration Group,organization,1
Q174570,London School of Economics and Political Science,"public university in London, United Kingdom",73
Q655683,World Federation of United Nations Associations,charitable organization,6
Q16952,Peking University,"university in Beijing, China",69
Q873675,Government of Thailand,Thai government overview,8
Q16959083,United Nations System Staff College,teaching institute of the United Nations,4
Q3787,Abuja,capital city of Nigeria,174
Q159493,government of Germany,political system of Germany,45
Q3773971,Government of Italy,Highest executive authority in Italy,18
Q1069175,International Federation of Red Cross and Red Crescent Societies,humanitarian organization,36
Q7813,Universal Declaration of Human Rights,declaration adopted in 1948 by the United Nations General Assembly,222
Q2531088,United Nations Office for Project Services,Operational arm of the United Nations,14
Q846331,West Darfur,state of Sudan,38
Q49210,New York University,private university in New York City,72
Q210016,United Nations Day,commemorative day on the 24th October,58
Q986,Eritrea,country in the Horn of Africa,276
Q173310,Kirkuk,city in Iraq,83
Q155801,Fuerzas Armadas Revolucionarias de Colombia - EjÃ©rcito del Pueblo,Colombian guerrilla movement,67
Q19771,G20,group of finance ministers and central bank governors,96
Q11751,Nagoya,"capital city of Aichi prefecture, Japan",150
Q100294968,International Herald Tribune,international English-language newspaper merged into the International New York Times in 2013,2
Q592588,World Press Freedom Day,world day,55
Q23681,Turkish Republic of Northern Cyprus,"state on the island of Cyprus, only recognised by Turkey",161
Q4310949,Government of the Netherlands,executive administration body in the Netherlands,5
Q1505172,Mano River Union,association in West Africa,9
Q206921,Pfizer,American multinational pharmaceutical corporation,73
Q183303,Jalalabad,"city in Nangarhar Province, Afghanistan",73
Q7888446,United Nations Office for Disaster Risk Reduction,organization,11
Q789915,United States Department of State,executive department of the U.S. federal government,76
Q565507,Munich Security Conference,"annual conference on international security policy in Munich, Bavaria, Germany",21
Q2916579,Kosovo Police,Police of the republic of Kosovo,14
Q1246562,Assembly of the Republic of Kosovo,Legislature of the Republic of Kosovo,36
Q712,Fiji,island sovereign state in Oceania,252
Q204381,Goma,city in Democratic Republic of the Congo,62
Q762266,City University of New York,public university system in New York City,26
Q8036386,World Urban Forum,conference on urban issues,7
Q766445,Okinawa Prefecture,prefecture of Japan,101
Q1514290,Kosovo Protection Corps,,11
Q48525,federal government of the United States,national government of the United States,53
Q233838,Rakhine State,state of Myanmar,56
Q1068752,Howard University,university in Washington D.C.,35
Q131127,Banja Luka,city in Bosnia and Herzegovina,93
Q1278383,Government of Croatia,main executive branch of government in Croatia,16
Q225950,Economic Cooperation Organization,"founded in 1985 in Tehran by the leaders of Iran, Pakistan, and Turkey",42
Q1672351,federal government of Iraq,"Islamic, democratic, federal parliamentary republic",7
Q15143900,United Nations Special Rapporteur,United Nations title,13
Q193366,Kosovo Liberation Army,Ethnic Albanian paramilitary organization (1992-1999),48
Q1264411,"Islamic world Educational, Scientific and Cultural Organization",one of the largest international Islamic organizations,18
Q35883,Aral Sea,lake between Kazakhstan and Uzbekistan,124
Q283639,World Council of Churches,"global ecumenical organization, 1948-",44
Q47492,Gaza City,city in the Palestinian Authority,95
Q125309,Lake Chad,lake in Africa,95
Q153770,Deutsche Welle,international German public radio and television channel,71
Q657112,United Nations Special Commission,Wikimedia list article,10
Q876072,Universal Periodic Review,mechanism of the United Nations Human Rights Council examining the human rights performance of all UN Member States,13
Q493751,KPMG,professional services company,43
Q193272,Economic Community of West African States,organization,55
Q16056518,Nepalese Army,land warfare branch of Nepal's military,5
Q7888355,United Nations Climate Change conference,administering treaties and environmental protocols to reduce CO2 emissions,23
Q15106243,International Conference on the Great Lakes Region,,5
Q855106,Alliance of Civilizations,organization,22
Q1641888,African Union Mission to Somalia,peacekeeping mission,20
Q670434,United Nations Mission in South Sudan,organization,17
Q47543,Organisation of Islamic Cooperation,international organization,83
Q17884,LGBT,"lesbian, gay, bisexual, and transgender persons",116
Q2378937,Durban Review Conference,2009 United Nations World Conference Against Racism,11
Q677646,United Nations Mission in Nepal,organization,8
Q205047,Kurdistan Region,Kurdish autonomous Region in northern Iraq,94
Q1546448,United Nations Supervision Mission in Syria,United Nations peacekeeping mission in Syria,9
Q1029757,Camp Ashraf,Former headquarters of the People's Mojahedin Organization of Iran located in Iraq,10
Q12525579,United Nations Multidimensional Integrated Stabilization Mission in Mali,United Nations Multidimensional  Integrated Stabilization Mission in Mali,19
Q7888440,United Nations Integrated Peacebuilding Office in Guinea-Bissau,organization,5
Q958,South Sudan,country in East Africa,252
Q3275050,African-led International Support Mission to Mali,,14
Q2429253,Islamic State,Salafi jihadist terrorist and militant Sunni Islamist group,154
Q22907841,Sendai Framework for Disaster Risk Reduction,,6
Q321375,Lauris Norstad,American General in the United States Army Air Forces and United States Air Force,10
Q2492,Konrad Adenauer,"German politician, Chancellor of West Germany (1949â1963), Zentrum and CDU",132
Q689779,Lyman Lemnitzer,American general,19
Q64014672,James H. Foskett,,1
Q6180605,Jerauld Wright,United States Navy admiral,2
Q202770,Alexei Kosygin,Soviet politician (1904-1980),57
Q2848151,AndrÃ© Lemonnier,,2
Q4391491,Robert Carney,American admiral (1895-1990),6
Q4798161,Arthur C. Davis,United States Navy admiral (1893-1965),2
Q36124,Strait of Gibraltar,strait that connects the Atlantic Ocean to the Mediterranean Sea,114
Q4412,West Africa,westernmost region of the African continent,137
Q1254129,SHAPE Technical Centre,organization,3
Q61,"Washington, D.C.",capital city of the United States,283
Q49258,Colorado Springs,"city in and county seat of El Paso County, Colorado, United States",103
Q246813,Luxembourg Armed Forces,armed forces of the Grand-Duchy of Luxembourg,23
Q2634,Naples,"city and commune in Campania, Italy",190
Q16147999,"Submarine Force, Atlantic",military unit,1
Q109016,Stortinget,supreme legislature of Norway,52
Q13116,Benelux,"politico-economic union between Belgium, the Netherlands and Luxembourg",111
Q161348,Ramstein Air Base,"US Air Force base in Rhineland-Palatinate, Germany",33
Q133536,Geneva Conventions,The standards of international law for humanitarian treatment in war,75
Q4628,Faroe Islands,autonomous constituent country of the Kingdom of Denmark,196
Q1930,Ottawa,capital city of Canada,212
Q109827665,Karl Truesdell,U.S. Army major general,1
Q301853,Joseph Lawton Collins,United States Army general,24
Q284314,Paul Stehlin,French politician (1907-1975),2
Q157068,Louis Mountbatten,British statesman and naval officer (1900-1979),59
Q6140548,James O. Curtis,American shipbuilder,2
Q6829812,Michael Denny,Royal Navy officer (1896-1972),2
Q60337,Adolf Heusinger,German general,21
Q110937578,Carl H. Jark,,1
Q7964793,Walter F. Boone,admiral in the United States Navy (1898-1995),2
Q5246050,Dean C. Strother,United States general (1908-2000),1
Q60777,Manfred WÃ¶rner,German politician (1934-1994),28
Q5264786,Desmond Piers,Canadian admiral,3
Q128995,Anthony Eden,"British soldier, diplomat and politician (1897â1977)",87
Q282882,Maurice Schumann,French politician (1911-1998),20
Q333080,Selwyn Lloyd,politician (1904-1978),18
Q124617,Georgy Zhukov,Marshal of the Soviet Union (1896-1974),97
Q332365,Ernest Bevin,"British labour leader, politician, and statesman (1881-1951)",39
Q222,Albania,country in southeastern Europe,330
Q262,Algeria,country in North Africa,321
Q35958,Bosporus,narrow strait in northwestern Turkey,121
Q9212,United States Army,land service branch of the United States Armed Forces,77
Q6756041,Marcel AndrÃ© Boisard,Swiss diplomat,4
Q604951,Dimitris Perrikos,Greek UN official,3
Q7155314,Paulo SÃ©rgio Pinheiro,Brazilian diplomat,4
Q205790,Kemal DerviÅ,Turkish economist and politician,14
Q6142517,Nobuaki Tanaka,Japanese diplomat,1
Q579414,Anwarul Karim Chowdhury,Bangladeshi diplomat,7
Q43179,Ellen Johnson Sirleaf,24th president of Liberia,106
Q7160651,Peggy Dulany,American philanthropist,3
Q1363729,Kumi Naidoo,human rights activist,20
Q23368,Chris Patten,British politician and colonial administrator (born 1944),39
Q230578,Fernando Henrique Cardoso,"Brazilian politician, 34th president of Brazil",57
Q11368635,Toshiyuki Niwa,,1
Q2718472,Michael W. Doyle,American political scientist,9
Q18390243,Martin Barber,UN official,1
Q6254622,John Renninger,American politician (1924-2005),2
Q33031,Vojislav KoÅ¡tunica,Serbian politician,56
Q202725,Mia Farrow,"American actress, singer, humanitarian and former fashion model",65
Q310574,Quett Masire,President of Botswana (1925-2017),43
Q20981864,Dhaya Pillay,South African judge,1
Q76156,Bacharuddin Jusuf Habibie,3rd President of the Republic of Indonesia (1936-2019),64
Q16210743,Salim Lone,journalist,1
Q160717,Tom Lantos,U.S. Representative from California (1981â2008),34
Q517589,Richard Goldstone,South African former judge,18
Q2837099,Alioune Blondin BÃ©ye,Malian politician (1939-1998),1
Q109130,P. J. Patterson,"former prime minister of Jamaica, Jamaican politician",26
Q503426,Jesse Helms,American politician (1921-2008),29
Q3294831,Marrack Goulding,"British diplomat, Under-Secretary-General of the United Nations.",5
Q721292,Rolf EkÃ©us,Swedish diplomat,8
Q473507,Giorgio Giacomelli,Italian diplomat (1930-2017),3
Q76793,Klaus Schwab,"German economist, founder of World Economic forum",40
Q1187410,Denis Halliday,peace activist and former United Nations Humanitarian Coordinator in Iraq,4
Q1148669,Matamela Cyril Ramaphosa,President of South Africa,83
Q1592085,Hazem Al Beblawi,former Egyptian Prime minister,29
Q20685611,Michael W. Sonnenfeldt,American entrepreneur,1
Q5294839,Donald McHenry,American diplomat,7
Q96912042,Paolo Galli,Italian diplomat,0
Q152768,Daniel Barenboim,Israeli Argentine-born pianist and conductor,52
Q231276,AngÃ©lique Kidjo,"is a Beninese singer-songwriter, actress, and activis",46
Q5112015,Christopher Burnham,"Businessman, CEO, Assistant Secretary of State",3
Q1707493,Joseph Legwaila,Motswana diplomat,3
Q477201,Teodoro Nguema,"Equatoguinean politician, son of Equatorial Guinea President Teodoro Obiang",12
Q3606990,Ahmed Djoghlaf,Algerian diplomat,3
Q5536201,George Alleyne,Barbadian United Nations official,2
Q374783,Sonia Picado Sotela,"Costa Rican politician, judge and university teacher",6
Q2894286,JosÃ© Luis Machinea,Argentine Minister of Finance and President of the Argentine Central Bank,5
Q43033,Desmond Tutu,"South African churchman, politician, archbishop, Nobel Prize winner (1931â2021)",108
Q311269,John R. Bolton,American lawyer and diplomat,50
Q57371,Ilham Aliyev,4th president of the Republic of Azerbaijan,116
Q57284,Ãlafur Ragnar GrÃ­msson,"Icelandic politician, 5th President of Iceland",67
Q16104604,Lauro Baja,Filipino diplomat,1
Q57394,Nursultan Nazarbayev,first president of Kazakhstan,105
Q193238,Festus Mogae,Former President of Botswana,50
Q57392,Armando Guebuza,Mozambican politician,45
Q19878,Muammar Gaddafi,"Libyan revolutionary, politician and political theorist (1942â2011)",169
Q57272,Paul Biya,Cameroonian politician,72
Q273812,Jaap de Hoop Scheffer,Dutch politician,43
Q925915,Marc Perrin de Brichambaut,French judge and diplomat,11
Q2755794,Moumouni Adamou Djermakoye,Nigerien politician,6
Q50377155,Carolyn McAskie,Canadian diplomat,3
Q557631,Luis Moreno Ocampo,Argentine jurist,21
Q6712478,M. Cherif Bassiouni,Egyptian lawyer,9
Q15029,Hu Jintao,formerÂ General Secretary of the Chinese Communist Party (CCP),115
Q57306,Jalal Talabani,Iraqi politician (1933-2017),68
Q57356,Yahya Jammeh,2nd President of the Gambia,66
Q192778,Rafic Hariri,Lebanese businessman and politician (1944â2005),62
Q11509,Xanana GusmÃ£o,former President and Prime Minister of East Timor,58
Q982410,Hoshyar Zebari,Iraqi government minister,16
Q11665,JosÃ© Ramos-Horta,Politician from East Timor and Nobel Prize laureate,70
Q9458,Muhammad,Arabian religious leader and the founder of Islam,244
Q529727,Jean-Marc de La SabliÃ¨re,French diplomat,6
Q292936,Ann Veneman,Executive Director of UNICEF and United States Secretary of Agriculture,22
Q1257,Boutros Boutros-Ghali,Secretary-General of the United Nations from 1992 to 1996,87
Q9960,Ronald Reagan,president of the United States from 1981 to 1989,301
Q18391,Elie Wiesel,"Romanian-born American writer, professor, political activist, Nobel laureate, and Holocaust survivor (1928-2016)",99
Q6389801,Kenneth Adelman,Diplomat; writer; historian,3
Q441718,Tadatoshi Akiba,Japanese politician,11
Q6273246,Jonathan Granoff,American activist,2
Q937,Albert Einstein,German-born theoretical physicist; developer of the theory of relativity (1879â1955),290
Q6783841,Masood Khan,Pakistani diplomat,7
Q2446578,Frank Majoor,Dutch diplomat,2
Q43330,Mikheil Saakashvili,"Georgian-Ukrainian politician, former President of Georgia and former Governor of Odessa",121
Q5234727,David Harland,New Zealand diplomat,5
Q6294190,JosÃ© Victor da Silva Ãngelo,Portuguese United Nations employee,1
Q3845693,Marcello Spatafora,Italian diplomat,5
Q6416133,Kirsti Lintonen,Finnish diplomat,2
Q23844,George Clooney,"American actor, filmmaker, and activist",120
Q13909,Angelina Jolie,American actress (born 1975),157
Q14949590,Augustine Mahiga,Tanzanian diplomat (1945-2020),8
Q23682360,Adrienne Germain,women's health advocate,1
Q2883934,Barbara Crossette,American journalist,4
Q273691,Rosalyn Higgins,"English barrister, judge and scholar (born 1937)",14
Q5732719,Heraldo MuÃ±oz,Chilean politician,5
Q108443129,Ion Botnaru,Minister of foreign affairs for Moldova,0
Q697184,Per Stig MÃ¸ller,Danish politician,17
Q3167909,Jean-Maurice Ripert,French diplomat,8
Q262742,Hilary Benn,British politician (born 1953),21
Q1708279,Joseph Wresinski,Anti-poverty activist (1917-1988),19
Q86817721,Khaled Abdel-Aziz,researcher,0
Q71209513,Fernando MartÃ­n Valenzuela Marzo,Spanish diplomat,2
Q219861,Paul Wolfowitz,American politician and diplomat,49
Q7606306,Stefan Tafrov,Bulgarian diplomat,7
Q349785,Paul Volcker,American economist (1927-2019),32
Q167444,John Garang,South Sudanese politician (1945-2005),38
Q57291,Mwai Kibaki,3rd President of Kenya,62
Q49090,Charles Taylor,Liberian former politician who was the 22nd President of Liberia,47
Q57878,Gilbert Houngbo,Togolese politician,16
Q11860,Silvio Berlusconi,Italian politician and media tycoon,147
Q58141,RaÅit Meredow,Turkmen politician,19
Q336046,Robert Badinter,French lawyer and politician,32
Q12946,Michel Rocard,French politician (1930-2016),48
Q2363302,SÃ¸ren Jessen-Petersen,Danish diplomat,8
Q718760,Theodor Meron,Israeli judge and lawyer,15
Q3479698,Sergio de Queiroz Duarte,Brazilian diplomat,5
Q11838367,Zbigniew WÅosowicz,Polish soldier,4
Q61753407,Geir O. Pedersen,Norwegian diplomat,5
Q221479,Gilberto Gil,"Brazilian recording artist, singer, guitarist, songwriter and politician",47
Q200678,Queen Rania of Jordan,queen consort of Jordan,67
Q187413,Ãlvaro Uribe VÃ©lez,President of Colombia from 2002 to 2010,55
Q190572,Vicente Fox Quesada,former President of Mexico,66
Q16628,Wen Jiabao,formerÂ Premier of the People's Republic of China,84
Q5638309,Hafeez A. Pasha,Pakistani economist,1
Q1269997,Salim Ahmed Salim,Tanzanian politician and diplomat,19
Q359800,Adnan Z. Amin,Kenyan diplomat,4
Q19581,Rafael Correa Delgado,"Ecuadorian politician and economist, former president of Ecuador",168
Q12290253,Petko Draganov,Bulgarian diplomat,3
Q1267,Dag HammarskjÃ¶ld,"Swedish diplomat, economist, and author (1905-1961)",115
Q2914838,Abraham Foxman,Director for Anti-Defamation League,13
Q273076,Wynton Marsalis,"American trumpeter, composer, teacher, and artistic director of Jazz at Lincoln Center (born 1961)",45
Q133050,Susan Sarandon,American actress and activist,96
Q37459,Nicole Kidman,"Australian-American actress, producer, and model",123
Q2673879,Eveline Herfkens,Dutch politician,5
Q146496,Stjepan MesiÄ,"politician, lawyer and former Croatian president",70
Q57456,Anote Tong,I-Kiribati politician,42
Q58083,Elmar Mammadyarov,Azerbaijani politician,22
Q713715,Farouk al-Sharaa,Syrian politician,15
Q277183,Pascal Lamy,French businessman and political advisor,32
Q182367,JosÃ© SÃ³crates,Prime Minister of Portugal,55
Q7369538,Ross Mountain,UN official,2
Q242078,Navanethem Pillay,"Lawyer, judge and human rights activist",32
Q20751661,Francesco Frangialli,French official,2
Q12409231,Malcolm Hoenlein,executive vice chairman of the Conference of Presidents of Major American Jewish Organizations,4
Q47619,Nadine Gordimer,South African writer,112
Q55637,JosÃ© MarÃ­a Aznar,Spanish politician,70
Q130852,Jun'ichirÅ Koizumi,Prime Minister of Japan from 2001 to 2006,83
Q539456,Satya Nandan,Fijian diplomat,4
Q3189068,Julia V. Taft,United States assistant Secretary of State,3
Q60206,Ariel Sharon,prime minister of Israel and Israeli general (1928-2014),111
Q333066,Paddy Ashdown,British politician and diplomat (1941â2018),39
Q6120791,Jacques Paul Klein,Former UN official,4
Q209617,Jean-Bertrand Aristide,Haitian politician who became Haiti's first democratically elected president,45
Q5615474,Hans Dahlgren,Swedish politician,11
Q87341,Gerhard Pfanzelter,Austrian politician and diplomat,3
Q3148110,Iftekhar Ahmed Chowdhury,bangladeshi diplomat,4
Q49086,Simon Wiesenthal,Jewish Austrian Holocaust survivor and Nazi hunter,61
Q1522527,Asma Jahangir,Pakistani human rights activist and lawyer,36
Q453868,John Negroponte,American diplomat,27
Q122285,Carla Del Ponte,International jurist,41
Q22669704,Robin Chandler Duke,American socialite and activist,8
Q318985,KÅichirÅ Matsuura,Japanese diplomat,33
Q55800,Oprah Winfrey,"American businesswoman, talk show host, actress, producer, and philanthropist",122
Q151944,Leonel FernÃ¡ndez,Former president of the Dominican Republic,47
Q2067775,Alberto Romulo,Philippine politician and diplomat,10
Q1699756,John Dauth,Australian public servant and diplomat,4
Q373840,Ronald Noble,American law enforcement officer,11
Q117007,Jakob Kellenberger,Swiss diplomat,9
Q5074830,Charles A. Duelfer,United Nations official,1
Q38484,Romano Prodi,Italian politician and economist (born 1939),96
Q41488,Wole Soyinka,Nigerian writer,97
Q5443712,Feodor StarÄeviÄ,Serbian diplomat,3
Q212648,Rudy Giuliani,American attorney and politician (born 1944),66
Q264341,Ruth Cardoso,"Brazilian anthropologist, 34th First Lady of Brazil (1930-2008)",15
Q58151,Pastor Micha OndÃ³ Bile,Equatoguinean diplomat,6
Q19951646,Anders Kompass,Swedish diplomat and former UN official,5
Q58217,Sergey Lavrov,Russian politician and Foreign Minister,96
Q216009,Michael Steiner,German diplomat,8
Q108069810,Susan Ngongi Namondo,Cameroonian administrator and diplomat,1
Q4977737,Bruce Jenks,United Nations official,1
Q128543,Jean ChrÃ©tien,20th Prime minister of Canada (1993â2003),62
Q8030139,Wolfgang Weisbrod-Weber,,2
Q36740,Aung San Suu Kyi,Former State Counsellor of Myanmar and Leader of the National League for Democracy,152
Q4413,Alpha CondÃ©,Guinean politician,64
Q1896700,Marian Wright Edelman,American children's rights activist,14
Q106963,Abdoulaye Wade,3rd President of Senegal,54
Q262642,Boutros Ghali,Egyptian politician and prime minister (1846-1910),25
Q962922,Poul Nielson,Danish politician,14
Q7789177,Thomas E. Leavey,American businessman and philanthropist,1
Q6357939,Kamil Idris,Sudanese diplomat,5
Q520452,Claude Jorda,"French jurist, Judge at the International Criminal Court",8
Q7967728,Wang Yingfan,Chinese ambassador,2
Q1304283,Patrick Lipton Robinson,Jamaican judge,7
Q466995,Lakhdar Brahimi,Algerian envoy,24
Q41142,Jane Fonda,American actress and activist,102
Q6307230,Julian Harston,British UN official,1
Q57762,Morgan Tsvangirai,former Prime Minister of Zimbabwe (1952-2018),61
Q315975,AndrÃ©s Pastrana Arango,38th President of Colombia,33
Q242090,Danuta HÃ¼bner,Polish economist and politician,23
Q21710125,Oh Joon,South Korean ambassador to the United Nations,5
Q1343963,Lansana KouyatÃ©,Prime Minister of Guinea,17
Q645613,Nick HÃ¦kkerup,Danish politician,14
Q57348,Isaias Afwerki,President of Eritrea,69
Q51002,Jerry Rawlings,fourth President of the Republic of Ghana (1947-2020),51
Q704220,Nabih Berri,Lebanese politician,21
Q4678542,Adalberto Jordan,United States federal judge,2
Q1699852,John Dugard,South African judge,5
Q193492,Daniel arap Moi,Kenyan President (2nd) (1924-2020),57
Q67170627,Tamrat Samuel,,2
Q237782,Boris Trajkovski,President of Macedonia (1956-2004),45
Q4859339,Barbara Stocking,British humanitarian and civil servant,2
Q40495,Pervez Musharraf,former dictator and 10th President of Pakistan,99
Q11856098,Dieter Boden,,2
Q2585447,Taieb Fassi Fihri,Moroccan politician,7
Q57390,Ismail Omar Guelleh,President of Djibouti (1999-present),58
Q30122715,Virginia Gamba,Argentine diplomat,6
Q1395957,Hussein Farrah Aidid,Somali warlord and United States Marine,16
Q76167,Abdurrahman Wahid,4th president of Indonesia,64
Q3750410,Francesco Paolo Fulci,Italian diplomat,6
Q17106223,Godwin Obasi,D.Sc. Massachusetts Institute of Technology 1963,1
Q31073,Walter Cronkite,American broadcast journalist (1916-2009),56
Q7344470,Robert Fowler,Canadian diplomat,1
Q2808,Elton John,English singer and pianist,102
Q171166,Juan Antonio Samaranch,IOC president 1980â2001,66
Q4766449,Ann Hercus,New Zealand politician,2
Q298149,Ernesto Zedillo,President of Mexico (1994â2000),48
Q357802,Robert GuÃ©Ã¯,Ivorian politician (1941-2002),28
Q125731,Ehud Barak,Prime Minister of Israel from 1999 to 2001 (born 1942),64
Q81781755,Donald Steinberg,American diplomat,1
Q232796,Malam Bacai SanhÃ¡,President of Guinea-Bissau (1947-2012),42
Q220227,Mamadou Tandja,President of Niger,43
Q135547,Laurent-DÃ©sirÃ© Kabila,former President of the Democratic Republic of the Congo (1939-2001),56
Q378027,Igor Ivanov,Soviet diplomat,33
Q443070,Foday Sankoh,Sierra Leonean warlord (1937-2003),20
Q297057,Frederick Chiluba,former President of Zambia (1991â2002),47
Q1222242,Dieter Kastrup,German jurist,1
Q16733068,Joseph Mutaboba,United Nations official,1
Q152308,Queen Silvia of Sweden,wife and consort of King Carl XVI Gustaf of Sweden,56
Q19673,Al Gore,vice president of the United States from 1993 to 2001,123
Q1083732,Christine Ockrent,Belgian journalist,10
Q233289,Atal Bihari Vajpayee,10th Prime Minister of India (1924-2018),83
Q646776,Ahmed Asmat Abdel-Meguid,Egyptian diplomat (1923-2013),13
Q24895628,Global Polio Eradication Initiative,initiative to eradicate polio,2
Q1690955,United Nations Security Council Resolution 1325,2020 resolution on the impact of armed conflict on women and girls,21
Q477328,Group of 77,United Nations coalition,41
Q193326,Goldman Sachs,American investment bank,57
Q507154,Novartis,Swiss-American multinational pharmaceutical corporation,42
Q4654196,ASEAN Summit,semiannual meeting held by the members of the Association of Southeast Asian Nations,13
Q5973577,United States House Committee on Foreign Affairs,standing committee of the United States House of Representatives,8
Q4793014,Armed Forces Revolutionary Council,rebel group in Sierra Leone,6
Q182016,United Nations Environment Programme,a United Nations organisation,55
Q6820826,Mervat Tallawy,Egyptian politician,6
Q685248,United Nations Commission on Human Rights,defunct functional commission of the United Nations,31
Q1445,Tamil Nadu,Indian state,139
Q37643,Gulf War,1990â1991 war between Iraq and American-led coalition forces,108
Q11506,Denpasar,"city and capital of Bali Province, Indonesia",83
Q8901,European Central Bank,central bank for the euro,87
Q796521,Commission on Sustainable Development,"Functional commission of the UN Economic and Social Council, implementing a recommendation in Chapter 38 of Agenda 21,",10
Q720503,Asahi Shimbun,Japanese newspaper,37
Q4361,Curitiba,capital of the Brazilian state of ParanÃ¡,258
Q96982187,United Nations Decade of International Law,,0
Q671510,NPR,American nonprofit media organization,39
Q1577943,United Nations Postal Administration,postal agency of the United Nations,12
Q815352,California State University,"public university system in California, United States",32
Q83162,African National Congress,political party in South Africa,82
Q128849,Nagano,"city in Nagano Prefecture, Japan",86
Q58967,Israel Defense Forces,military forces of Israel,72
Q1369193,United Nations Emergency Force,1956 UN peacekeeping force in Egypt,21
Q6087138,Israel Policy Forum,American Jewish organization,1
Q212322,GlaxoSmithKline,"British multinational pharmaceutical, biologics, vaccines and consumer healthcare company",49
Q633872,Senate of the Republic of Italy,upper house of the Parliament of Italy,42
Q1073441,The Fletcher School of Law and Diplomacy,Tufts University school of international relations and law,11
Q223555,Shaukat Aziz,Pakistani politician,41
Q318693,Collective Security Treaty Organisation,intergovernmental military alliance among post-Soviet states,57
Q12508547,Rezlan Ishar Jenie,Indonesian diplomat,3
Q698289,National Defence Commission,North Korean government organ responsible for military and national defense affairs,22
Q1282786,CNN International,international news channel,30
Q1179603,DePaul University,"private Catholic university in Chicago, Illinois",21
Q79,Egypt,sovereign state in North Africa and Asia,348
Q5166243,Convention Relating to the Status of Stateless Persons,1954 United Nations treaty,11
Q738236,National University of Singapore,autonomous research university in Singapore,47
Q1929099,World Federalist Movement,global citizens movement,16
Q111191704,Government of Senegal,Central government of Senegal,2
Q391028,University of British Columbia,"public research university in British Columbia, Canada",54
Q4118131,Zalingei,"capital city of the state of Central Darfur, Sudan",13
Q7172,Arab League,organization of Arab states,138
Q823428,"Task Force for International Cooperation on Holocaust Education, Remembrance, and Research",intergovernmental organization,10
Q930729,Government of Sweden,highest authority in Sweden,18
Q1807548,United Nations Regional Information Centre for Western Europe,organization,10
Q11297,Headquarters of the United Nations,group of buildings in New York City,48
Q1033,Nigeria,sovereign state in West Africa,307
Q1502181,Geneva Centre for Security Policy,,5
Q1534084,Peacebuilding Commission,Support peace efforts in countries emerging from conflict.,11
Q235034,University of Pittsburgh,"state-related research university located in Pittsburgh, Pennsylvania, United States",54
Q1589437,Department of Peacekeeping Operations,department of the United Nations which is charged with managing peacekeeping operations,14
Q1417210,Parliament of Georgia,supreme national legislature of Georgia,36
Q3272284,Danish Refugee Council,private Danish humanitarian organisation,13
Q5153705,Commonwealth Business Council,organization,1
Q974,Democratic Republic of the Congo,country in Central Africa,293
Q10912181,World Water Forum,event focusing on perceived issues surrounding water,10
Q486156,University of Oslo,Norwegian public research university,54
Q100267091,Global Coalition for Africa,research institute,0
Q209842,University of Paris,"former university in Paris, France from the middle ages to 1970",80
Q530471,Chinese Academy of Sciences,Chinese research institute,35
Q868017,International Development Research Centre,research institute,5
Q617433,Syracuse University,"private university in Syracuse, New York, United States",41
Q985866,World Water Council,think tank,12
Q5589182,Government of Barbados,national government,2
Q740737,United Nations Observer Mission UgandaâRwanda,,12
Q284551,United Nations Security Council Resolution 1559,United Nations Security Council resolution,16
