WikidataID,itemLabel,en_description,sitelinks
Q8026589,Winthrop Williams Aldrich,"American banker, financier, ambassador",5.0
Q509225,C. Douglas Dillon,United States Navy officer (1909-2003),18.0
Q927712,Donald Aubrey Quarles,American politician (1894-1959),5.0
Q16107439,Colin Munro,British diplomat b. 1946,3.0
Q327920,Adolfo Ruiz Cortines,President of Mexico (1952-1958),33.0
Q505291,Andrew Goodpaster,United States Army general (1915-2005),7.0
Q1354290,Henri Navarre,French general (1898-1983),11.0
Q456657,John W. O'Daniel,United States Army general,5.0
Q296386,Michel DebrÃ©,79th Prime Minister of France (1912-1996),39.0
Q2741205,Nguyen Van Hinh,Vietnamese National Army Chief of Staff,9.0
Q365971,Camille Chamoun,Lebanese politician (1900-1987),30.0
Q1396878,Fazlollah Zahedi,"General, statesman (1897-1963)",26.0
Q5442339,Felix Stump,United States admiral,3.0
Q6249299,John Moore Allison,American diplomat,7.0
Q192502,Ngo Dinh Diem,President of the Republic of Vietnam (1901-1963),63.0
Q469498,Souvanna Phouma,Prime Minister of Laos,32.0
Q333080,Selwyn Lloyd,politician (1904-1978),18.0
Q2046354,Huseyn Shaheed Suhrawardy,Bengali-Pakistani barrister and politician (1892â1963),32.0
Q128985,Harold Macmillan,British politician and Prime Minister (1894â1986),90.0
Q240274,Christian Herter,American politician (1895-1966),32.0
Q155824,Juscelino Kubstchek,"Brazilian politician, 21st president of Brazil (1902-1976)",62.0
Q7183244,Philip Bonsal,American diplomat,3.0
Q449407,Fouad Chehab,Third President of Lebanon (1902-1973),24.0
Q42992,Golda Meir,Prime Minister of Israel from 1969 to 1974,116.0
Q214274,Wilhelm Grewe,German diplomat and professor of international law (1911-2000),6.0
Q858,Syria,sovereign state in western Asia,305.0
Q819,Laos,sovereign state in Southeast Asia,281.0
Q822,Lebanon,sovereign state in Western Asia,298.0
Q801,Israel,sovereign state in the Middle East,339.0
Q810,Jordan,sovereign state in western Asia,282.0
Q843,Pakistan,sovereign state in South Asia,327.0
Q43,Turkey,sovereign state spanning in Europe and Asia since 1923,377.0
Q842931,East Pakistan,Former Non-Contiguous province of Pakistan,57.0
Q12585,Latin America,region of the Americas where Romance languages are primarily spoken,153.0
Q148,People's Republic of China,state in East Asia,370.0
Q48,Asia,"continent on Earth, mainly on the Earth's northeastern quadrant",359.0
Q142,France,country in Western Europe,377.0
Q46,Europe,"continent on Earth, mainly on the northeastern quadrant, i.e. north-western Eurasia",374.0
Q649,Moscow,capital and most populous city of Russia,320.0
Q241,Cuba,sovereign state situated on an island in the Caribbean Sea,304.0
Q64,Berlin,"federal state, capital and largest city of Germany",308.0
Q869,Thailand,sovereign state in Southeast Asia,312.0
Q17,Japan,sovereign state in East Asia,388.0
Q79,Egypt,sovereign state in North Africa and Asia,344.0
Q229,Cyprus,sovereign state situated on an island in the Eastern Mediterranean Sea,296.0
Q424,Cambodia,sovereign state in Southeast Asia,294.0
Q172640,North Vietnam,former socialist republic in Southeast Asia,70.0
Q41179,Mekong River,major river in Southeast Asia,107.0
Q899,Suez Canal,artificial waterway in Egypt connecting the Mediterranean and the Red Sea,158.0
Q43467,Indochina,region in Southeast Asia,98.0
Q217169,Rhodesia,(1965-79) Unauthorized state in South Africa,67.0
Q34675,Persian Gulf,extension of the Indian Ocean,136.0
Q298,Chile,sovereign state in South America,362.0
Q2490375,Royal Cambodian Army,land warfare branch of Cambodia's military,12.0
Q772637,Vang Pao,Laotian-American soldier,17.0
Q83210,Golan Heights,"a set of heights, that are having ongoing territorial disputes between Israel and Syria",92.0
Q45,Portugal,country in southwestern Europe,338.0
Q317648,Glafcos Clerides,Cypriot politician (1919-2013),38.0
Q191764,Khmer Rouge,followers of the Communist Party of Kampuchea in Cambodia,71.0
Q586948,Movimento das ForÃ§as Armadas,1974 Portuguese military faction that overthrew the government,12.0
Q2628,Walter Ulbricht,German politician (1893-1973),72.0
Q334830,MoÃse Kapenda Tshombe,Democratic Republic of Congo Prime Minister (1919-1969),36.0
Q332074,RenÃ© Barrientos,President of Bolivia (1919-1969),31.0
Q179908,Ahmed Ben Bella,First President of Algeria (1916-2012),72.0
Q313707,Nguyen Van Thieu,President of South Vietnam from 1965â75,38.0
Q202770,Alexei Kosygin,Soviet politician (1904-1980),57.0
Q880065,HÃ©ctor GarcÃ­a Godoy,President of the Dominican Republic (1921-1970),10.0
Q1149,Indira Gandhi,third Prime Minister of India,150.0
Q2514,Willy Brandt,"chancellor of West Germany (1969â1974), SPD",113.0
Q332055,Omar Torrijos,Panamanian lÃ­der de la RevoluciÃ³n panameÃ±a(1929-1981),42.0
Q34211,Yasser Arafat,"former Palestinian President, and Nobel Peace Prize recipient (1929-2004)",137.0
Q503850,Kamal Jumblatt,Lebanese politician (1917-1977),23.0
Q19878,Muammar Gaddafi,"Libyan revolutionary, politician and political theorist (1942â2011)",167.0
Q548748,Suleiman Frangieh,Fifth President of Lebanon (1910-1992),20.0
Q42013,Anwar Sadat,Egyptian president and Nobel Peace Prize recipient (1918-1981),112.0
Q440,Salvador Allende,28th president of Chile (1908â1973),118.0
Q167307,Dom Mintoff,Maltese politician (1916-2012),35.0
Q765165,Leonid Brezhnev,General Secretary of the Communist Party of the Soviet Union (1906â1982),123.0
Q66107,Henry Kissinger,United States Secretary of State,117.0
Q348880,Francisco da Costa Gomes,President of Portugal (1914-2001),31.0
Q34932,Brisbane,"capital city of Queensland, Australia",156.0
Q3114,Canberra,capital of Australia,191.0
Q219060,State of Palestine,"de jure a state in conflict in the Middle East, recognized as such by several countries and international organizations, and as an observer member in the United Nations and for most other countries",143.0
Q1065,United Nations,global international and intergovernmental organization,277.0
Q90,Paris,capital and largest city of France,333.0
Q922554,International Trade Organization,Proposed international institution,11.0
Q408,Australia,country in Oceania,343.0
Q11568,Darwin,"capital city of the Northern Territory, Australia",122.0
Q23522,Balkans,geopolitical and cultural region of southeastern Europe,170.0
Q16956060,Department of External Affairs,Australian government department that existed between December 1921 and November 1970,1.0
Q3206,Western Australia,state of Australia,127.0
Q1490,Tokyo,capital and most populous prefecture of Japan,273.0
Q48525,Federal Government of the United States of America,national government of the United States,53.0
Q3130,Sydney,"capital city of New South Wales, Australia",235.0
Q11211,United States Armed Forces,military forces of the United States of America,73.0
Q581261,South West Pacific Area,Allied military command in World War II,9.0
Q23379,Ben Chifley,"Australian politician, 16th Prime Minister of Australia (1885â1951)",34.0
Q54129,International Labour Organization,United Nations agency dealing with labour issues,85.0
Q2077288,Chiefs of Staff Committee,committee of the professional heads of the United Kingdom's armed forces,7.0
Q19600600,British High Commission,British High Commission to a Commonwealth country,3.0
Q36600,The Hague,"municipality in the Netherlands, seat of the Dutch government",163.0
Q678524,Netherlands-Indonesian Union,confederation,7.0
Q2112088,Linggadjati Agreement,"1946 Dutch recognition of Indonesian rule in Java, Madura and Sumatra",10.0
Q3141,Melbourne,"capital city of Victoria, Australia",185.0
Q3586,East Java,"province of Indonesia, on island of Java",84.0
Q334,Singapore,sovereign city-state in Southeast Asia,303.0
Q188161,Dutch East Indies,former Dutch colony in Southeast Asia; after 1949 Indonesia,69.0
Q862471,West Timor,western and Indonesian portion of the island of Timor,35.0
Q142965,Portuguese Timor,"Portuguese colony, now known as East Timor (Timor-Leste), an independent country",35.0
Q23661,Wellington,"capital of New Zealand; urban area of the cities of Wellington, Lower Hutt, Upper Hutt, and Porirua",173.0
Q741691,Royal Australian Navy,naval warfare branch of the Australian Defence Force,34.0
Q5112,Adelaide,capital city of South Australia,146.0
Q71,Geneva,city in Switzerland and capital of its canton,174.0
Q781360,Australian Army,land warfare branch of Australia's defence forces,24.0
Q8686,Shanghai,municipality of China,224.0
Q2141,Halifax,"capital city of the province of Nova Scotia, Canada",117.0
Q9733,Noumea,capital city of the French special collectivity of New Caledonia,92.0
Q35715,South Australia,state of Australia,131.0
Q4229719,Committee of Imperial Defence,UK government committee (1904-1939),5.0
Q7143131,Pasundan,State of Indonesia from 1947 to 19550,7.0
Q5374099,Empire Marketing Board,organization,2.0
Q36074,Queensland,state of Australia,146.0
Q207521,Ethiopian Empire,empire in East Africa (1270â1974),63.0
Q935996,Revolutionary Front for an Independent East Timor,political party,30.0
Q42000,Tahiti,island in the Southern Pacific Ocean,112.0
Q494920,United States Pacific Fleet,Pacific Ocean theater-level component command of the United States Navy,29.0
Q218768,Rabaul,"township inÂ East New Britain,Â Papua New Guinea",46.0
Q5497022,Frederic Eggleston,Australian politician (1875-1954),3.0
Q8015011,William Macmahon Ball,Australian diplomat (1901-1986),2.0
Q2597653,"Miles Lampson, 1st Baron Killearn",British diplomat (1880-1964),11.0
Q6742165,Malcolm Archibald Macdonald,Canadian politician,4.0
Q194654,Dirk Stikker,politician and badminton player (1897-1979),19.0
Q134982,David Lloyd George,British politician and Prime Minister (1863â1945),101.0
Q335310,"Richard Casey, Baron Casey",16th Governor-General of Australia (1890â1976),14.0
Q338294,James Henry Thomas,British politician (1874-1949),11.0
Q1635167,"Hugo Hirst, 1st Baron Hirst",British Baron (1863-1943),3.0
Q21537749,Frank Lidgett McDougall,(1884-1958) public servant and economist,1.0
Q337483,"Philip Snowden, 1st Viscount Snowden",British politician (1864-1937),16.0
Q352,Adolf Hitler,"Austrian politician nationalized German, chancellor and FÃ¼hrer of Germany, leader of the Nazi Party (1889â1945)",287.0
Q44819,Suharto,"2nd President of Indonesia, army general (1921-2008)",100.0
Q315540,"Archibald Wavell, 1st Earl Wavell",British Army general and Viceroy of India,47.0
Q952813,Thomas Blamey,Australian general of the First and Second World Wars (1884-1951),19.0
Q214321,Jan Christiaan Smuts,"military leader, politician and statesman from South Africa (1870-1950)",47.0
Q6234389,John Fullerton Evetts,British Army general,4.0
Q1810083,Amir Sjarifuddin,Prime Minister of Indonesia (1907-1948),16.0
Q18394992,William Roy Hodgson,Australian diplomat (1892-1958),9.0
Q19840503,Keith Officer,Australian diplomat and civil servant,1.0
Q6831895,Michael Kirby,Australian jurist and academic,6.0
Q434281,Douglas Mawson,Australian geologist and explorer of the Antarctic (1882-1958),39.0
Q334088,"Christopher Addison, 1st Viscount Addison",British politician (1869-1951),8.0
Q2457728,Johannes Henricus van Maarseveen,Dutch politician,4.0
Q3526552,Wongsonegoro,Indonesian Deputy Prime Minister,4.0
Q333591,"Alfred Mond, 1st Baron Melchett",British politician (1868-1930),11.0
Q4798506,Arthur Duckham,British chemical engineer,2.0
Q336483,"Harold Harmsworth, 1st Viscount Rothermere",British newspaper publisher and Viscount (1868-1940),17.0
Q335480,"Maurice Hankey, 1st Baron Hankey",British civil servant (1877-1963),12.0
Q188999,Austen Chamberlain,British politician (1863-1937),64.0
Q336065,"Hugh Trenchard, 1st Viscount Trenchard",Royal Flying Corps commander and first Royal Air Force Chief of the Air Staff (1873-1956),16.0
Q5343781,Edward John Harding,British High Commissioner to South Africa,1.0
Q20173926,Charles Nathan,"Australian businessman, politician, and philanthropist",2.0
Q186985,Robert Brooke-Popham,"senior commander in the Royal Air Force, previously served in the Royal Flying Corps",8.0
Q299938,Halford Mackinder,"English geographer, academic, and politician (1861-1947)",43.0
Q4800220,"Arthur Salter, 1st Baron Salter",British politician and academic (1881-1975),4.0
Q356395,James Barry Munnik Hertzog,Boer general (1866-1942),27.0
Q18917226,Horace Hamilton,British civil servant (1880â1971),1.0
Q119270,Arnold Theiler,South African veterinarian (1867-1936),7.0
Q1676624,"Walter Layton, 1st Baron Layton",British economist and newspaper proprietor (1884-1966),5.0
Q214438,Robert Menzies,"Australian politician, 12th Prime Minister of Australia (1894-1978)",42.0
Q2291802,"Ernle Chatfield, 1st Baron Chatfield",Royal Navy admiral of the fleet (1873-1967),12.0
Q18526860,John Dulanty,"Dulanty, John Whelan (1883â1955), diplomat and civil servant",1.0
Q2960304,Charles Theodore Te Water,South African diplomat,3.0
Q23559,Benito Mussolini,Italian politician and journalist who founded and led the National Fascist Party,181.0
Q666843,Neville Henderson,British diplomat,20.0
Q6318658,Jusuf Wanandi,Indonesian politician,3.0
Q468481,Ali Murtopo,Indoneisan politician and general (1924-1984),8.0
Q11665,JosÃ© Ramos-Horta,former president and prime minister of East Timor,66.0
Q402998,Leonardus Benjamin Moerdani,Indonesian military person,9.0
Q7283137,Ragnar Colvin,Royal Navy admiral (1882-1954),1.0
Q15513909,Owen Dixon,Australian judge and diplomat,2.0
Q3131985,Henri Sautot,French politician (1885-1963),2.0
Q312685,Claude Auchinleck,British World War II Army commander,37.0
Q2253173,"Sir Philip Christison, 4th Baronet",British Army general,7.0
Q11010,Parliament of the United Kingdom,supreme legislative body of the United Kingdom,71.0
Q382118,Parliament of Australia,legislative branch of the Commonwealth of Australia,44.0
Q16635,Guam,island territory of the United States of America,170.0
Q16956248,Department of Munitions,"Australian Government department, 1940â1948",1.0
Q7169219,Permanent Mandates Commission,organization,2.0
Q55,Netherlands,country in western Europe,345.0
Q219693,United Nations Trusteeship Council,principal organ of the United Nations for the administration of trust territories,53.0
Q2981744,Department of Defence,Australian government department responsible for implementing the defence policy,9.0
Q625657,Australian Defence Force,combined military forces of Australia,30.0
Q34366,Tasmania,island state of Australia,148.0
Q51,Antarctica,polar continent in the southern hemisphere,292.0
Q119230,Admiralty Islands,archipelago in the South Pacific Ocean,46.0
Q987,New Delhi,capital city of India,201.0
Q5251259,Defence Select Committee,select committee appointed by the British House of Commons,1.0
Q1930,Ottawa,capital city of Canada,210.0
Q164921,Radio Australia,Australian radio station,10.0
Q3125978,Bali,province of Indonesia,60.0
Q3812,Sulawesi,"one of the four Greater Sunda Islands, governed by Indonesia",113.0
Q5531658,General Act for the Pacific Settlement of International Disputes,1928 multilateral convention,1.0
Q1123768,Royal Netherlands Army,land branch of the Netherlands Armed Forces,14.0
Q7178,International Red Cross and Red Crescent Movement,The International Red Cross and Red Crescent Movement is an international humanitarian movement,123.0
Q3916,West Kalimantan,"province of Indonesia, on the island of Borneo",70.0
Q17151,Thessaloniki,"city in Greece, Central Macedonia",135.0
Q1405242,International Refugee Organization,intergovernmental humanitarian organization (1946-1952),16.0
Q350134,North Atlantic Ocean,northern area of the Atlantic ocean,8.0
Q606212,Fremantle,port city in Western Australia,40.0
Q16666,Nanjing,capital of Jiangsu province in Eastern China,131.0
Q181982,Western Hemisphere,the half of Earth which lies west of the prime meridian and east of the antimeridian,70.0
Q7445004,Security Treaty Between the United States and Japan,Treaty signed in San Francisco dictating that Japan grant the United States the territorial means for it to establish a military presence in the Far East and prohibited other countries without the consent of the United States to do the same,10.0
Q118350,Caroline Islands,archipelago,57.0
Q1443945,Territory of New Guinea,Australian administered territory est. 1920,23.0
Q30,United States of America,sovereign state in North America,389.0
Q1352,Chennai,capital city of the Indian state of Tamil Nadu,139.0
Q3183,Perth,"capital city of Western Australia, Australia",155.0
Q16959675,Department of Commerce and Agriculture,disbanded Australian government department,1.0
Q664,New Zealand,"sovereign state in Oceania, situated on two main and around 600 smaller islands in the southwestern Pacific Ocean",309.0
Q4294705,Services Australia,Australian federal government agency,4.0
Q2271,South Sumatra,"province of Indonesia, on the island of Sumatra",67.0
Q1054746,Singapore Island,main island of the Republic of Singapore,29.0
Q38684,Bay of Bengal,part of the Indian Ocean between South and South East Asia,113.0
Q16956392,Department of Supply and Development,"Australian Government department, 1948â1950",1.0
Q3224,New South Wales,state of Australia,147.0
Q1997277,British Borneo,1840sâ1984 British territories in northern Borneo,8.0
Q37100,Auckland,city on the North Island New Zealand,145.0
Q2642883,Johannes Leimena,Indonesian politician (1905-1977),8.0
Q1156,Mumbai,"capital city and district in Maharashtra, India",211.0
Q3003251,Indonesian Red Cross Society,Humanitarian organization,9.0
Q84,London,capital and largest city of the United Kingdom,321.0
Q4412,West Africa,region of Africa,133.0
Q183399,Financial Times,London-based international daily newspaper,58.0
Q591797,Imperial Airways,1924â1939 airline in the United Kingdom,17.0
Q2822847,British Empire Economic Conference,,8.0
Q93195,Ulster,province in Ireland,83.0
Q1117048,Commonwealth Scientific and Industrial Research Organisation,federal government agency for scientific research in Australia,18.0
Q5153800,Commonwealth Labour Party,political party in Northern Ireland,1.0
Q4481843,Federation of British Industries,,3.0
Q16956275,Department of Overseas Trade,Australian government department,1.0
Q1769635,Covenant of the League of Nations,the League of Nations' charter,15.0
Q48359,Strait of Malacca,strait between the Malay Peninsula and the Indonesian island of Sumatra,95.0
Q574,East Timor,sovereign state situated on several islands in Southeast Asia,262.0
Q7184,NATO,intergovernmental military alliance of Western states,204.0
Q8475,Interpol,International organization,97.0
Q34374,Crete,island of Greece,143.0
Q33254,Tasman Sea,sea between Australia and New Zealand,90.0
Q322356,Kra Isthmus,Isthmus in Malay Peninsula.,40.0
Q702778,Imperial Japanese Army General Staff Office,agency charged with overseeing the Imperial Japanese Army,15.0
Q171989,James R. Schlesinger,"United States Secretary of Defense; United States Secretary of Energy; economist, academic and educator (1929-2014)",31.0
Q23685,Jimmy Carter,"American politician, 39th President of the United States (in office from 1977 to 1981)",163.0
Q168041,Zbigniew Brzezinski,Polish-American political scientist (1928-2017),72.0
Q312564,"Douglas Haig, 1st Earl Haig",British senior officer during the First World War (1861-1928),47.0
Q656511,Brent Scowcroft,9th & 17th United States National Security Advisor (1925-2020),27.0
Q499056,Melvin Laird,American politician (1922-2016),23.0
Q15514927,William D. Rogers,American law clerk,4.0
Q3129951,Helmut Sonnenfeldt,American writer (1926-2012),5.0
Q319015,Yigal Allon,"Israeli politician, general, acting prime minister of Israel (1918-1980)",35.0
Q210308,Lawrence Eagleburger,American statesman and diplomat (1930-2011),39.0
Q433180,William P. Rogers,American politician (1913-2001),31.0
Q233969,Le Duc Tho,Vietnamese diplomat (1911â1990),53.0
Q280290,Creighton Abrams,United States Army General (1914-1974),29.0
Q138048,Park Geun-hye,11th President of South Korea,99.0
Q298793,William Westmoreland,United States Army general (1914-2005),41.0
Q401574,Ahmed Zaki Yamani,former Saudi Arabian minister,27.0
Q296661,Cyrus Vance,United States Secretary of State from 1977 to 1980,39.0
Q147989,JoaquÃ­n Balaguer,President of the Dominican Republic (1906-2002),36.0
Q34060,Yizhak Rabin,"Israeli politician, statesman and general (1922-1995)",102.0
Q487723,Anatoly Dobrynin,Soviet Russian diplomat and statesman (1919-2010),24.0
Q359560,Walt Whitman Rostow,American economist and political theorist (1916-2003),32.0
Q191999,Robert McNamara,American businessman and Secretary of Defense (1916-2009),55.0
Q190071,Ayub Khan,army general and 2nd President of Pakistan (1907-1974),60.0
Q164535,Mobutu Sese Seko,President of ZaÃ¯re (1930-1997),80.0
Q161672,Patrice Lumumba,Prime Minister (1960 to 1961) of the Democratic Republic of the Congo,94.0
Q1048041,Paul D. Harkins,United States general (1904-1984),10.0
Q878933,Phoumi Vongvichit,President of Laos (1909-1994),17.0
Q934934,Neil H. McElroy,American businessman (1904-1972),11.0
Q504362,Nguyen Khanh,South Vietnamese general and politician (1927-2013),22.0
Q450984,Henry Cabot Lodge Jr.,American politician (1902-1985),28.0
Q1370956,U. Alexis Johnson,American diplomat,6.0
Q63708,Ellsworth Bunker,American diplomat,8.0
Q212286,P. W. Botha,South African prime minister (1916-2006),56.0
Q8006135,William Bundy,American Presidential advisor,7.0
Q313258,Dean Rusk,United States Secretary of State (1909-1994),41.0
Q325810,David K. E. Bruce,"American diplomat, intelligence officer, head of Office of Strategic Services in Europe (1898-1977)",8.0
Q301853,Joseph Lawton Collins,United States Army general (1896-1987),23.0
Q313411,George Shultz,"American economist, statesman, and businessman (1920-2021)",44.0
Q466151,Mikhail Semyonovich Vorontsov,Russian prince and Field Marshal (1782-1856),23.0
Q93330,Juan Domingo PerÃ³n,former President of Argentina (1895-1974),83.0
Q40933,Eva PerÃ³n,Argentinian actress and politician (1919-1952),98.0
Q62206,Egon Bahr,German politician (SPD) (1922-2015),32.0
Q313598,Chiang Ching-kuo,President of the Republic of China (Taiwan) (1910-1988),51.0
Q3569866,Woody Johnson,"American businessman, ambassador",14.0
Q109426250,Nuri,Indonesian politician (born 1965 in Tulungagung),0.0
Q4388292,Arthur Hendrick Vandenberg,American politician (1884-1951),16.0
Q48093,Nikolai Bulganin,Soviet Politician (1895-1975),53.0
Q390367,Adolphe Alphand,French Engineer of the Corps of Bridges and Roads,22.0
Q469882,Robert Green Ingersoll,"American lawyer, orator, and politician (1833-1899)",48.0
Q584,Rhine,river in Western Europe,170.0
Q470110,American Red Cross,American nonprofit organization,26.0
Q1653,Danube,river in Europe,175.0
Q918126,British Guiana,British posession in the Guianas region between 1814â1966,29.0
Q1208250,Hankou,part of Wuhan,27.0
Q39731,Baltic states,"group of three countries east of the Baltic Sea: Estonia, Latvia, and Lithuania",115.0
Q1046848,North China,geographical region of China,41.0
Q7835,Crimea,peninsula on the northern coast of the Black Sea,170.0
Q9648,Falkland Islands,archipelago in the South Atlantic Ocean and British Overseas Territory,180.0
Q1260,Kurt Waldheim,Austrian politician and diplomat (1918-2007),83.0
Q55300,Soviet occupation zone of Germany,zone of Soviet occupation in postwar Germany,27.0
Q1575845,McGeorge Bundy,American National Security Advisor (1919-1996),15.0
Q851756,United States National Security Council,U.S. federal executive national security and intelligence forum,28.0
Q36678,West Bank,landlocked territory near the Mediterranean coast of Western Asia,116.0
Q485500,Radio Free Europe/Radio Liberty,American international broadcasting organization,64.0
Q189064,Lockheed U-2,1955 reconnaissance aircraft family by Lockheed,49.0
Q18394528,Washington National Records Center,"records center of the U.S. National Archives and Records Administration in Suitland, Maryland",1.0
Q174534,Boeing B-52 Stratofortress,bomber aircraft family by Boeing,65.0
Q668,India,sovereign state in South Asia,368.0
Q794,Iran,sovereign state in Western Asia,347.0
Q338067,Oval Office,Office of the U.S. President,43.0
Q549310,Thomas Hinman Moorer,Chairman of the Joint Chiefs of Staff (1912-2004),9.0
Q107957,Alexander Haig,former U.S. Secretary of State and U.S. Army general (1924-2010),43.0
Q184650,Donald Rumsfeld,"American politician and businessman, twice U.S. Secretary of Defense",80.0
Q317681,Luis EcheverrÃ­a,President of Mexico (1970â1976),43.0
Q822359,Kenneth Rush,American diplomat,10.0
Q2185,Georges Pompidou,19th President of the French Republic (1911-1974),134.0
Q343514,Ä°hsan Sabri ÃaÄlayangil,Turkish politician (1908-1993),9.0
Q9576,James Callaghan,former prime minister of the United Kingdom (1912â2005),83.0
Q349785,Paul Volcker,American economist (1927-2019),31.0
Q203433,Spiro Agnew,39th Vice President of the United States (1918-1996),67.0
Q80504,Nicolae CeauÈescu,"Romanian politician, general secretary of the Romanian Communist Party (1918-1989), head of state of Romania (dictator) (1967-1989)",102.0
Q386798,Clark Clifford,American secretary of defense (1906-1998),19.0
Q5660906,Harold H. Saunders,American state department official,2.0
Q7183623,Philip Goldberg,American diplomat,12.0
Q69103,Hassan II,King of Morocco from 1961 until his death in 1999,64.0
Q5344274,Edward M. Korry,American politician,3.0
Q321323,Pyotr Abrassimov,Soviet war hero and politician (1912-2009),9.0
Q6525703,Leonard S. Unger,diplomat,4.0
Q2023708,Richard Blumenthal,United States Senator from Connecticut,31.0
Q1385526,Henry H. Fowler,American lawyer and politician (1908-2000),14.0
Q461569,Avraham Harman,Israeli diplomat,8.0
Q5498476,Frederick Nolting,American ambassador and businessman,4.0
Q200436,Rauf DenktaÅ,Leader of Turkish Cypriots and founding President of TRNC (1924-2012),54.0
Q350681,Adam Rapacki,Polish politician (1909-1970),19.0
Q35314,Nikita Khrushchev,"Soviet politician, First Secretary of the Communist Party of the Soviet Union (1894-1971)",153.0
Q724360,Graham Martin,American diplomat,9.0
Q320103,Souphanouvong,Laotian politician,38.0
Q4994310,Lysander Cutler,Union Army general (1807-1866),7.0
Q312539,Diosdado Macapagal,the 9th President of the Philippines (1910-1997),48.0
Q35236,Herbert Hoover,31st President of the United States of America (1874â1964).,146.0
Q550255,J. William Fulbright,American politician (1905-1995),28.0
Q71371916,W. Patrick Murphy,American diplomat,3.0
Q177917,Imre Nagy,Hungarian politician (died 1958),70.0
Q271878,"George Curzon, 1st Marquess Curzon of Kedleston",British politician (1859-1925),57.0
Q64020598,William F. Burns,former US Army major general,2.0
Q49,North America,continent on the Earth's northwestern quadrant,297.0
Q4045073,National City Corp.,American bank and part of National City Corp,4.0
Q34370,Rotterdam,"city in South Holland, the Netherlands",159.0
Q21195,Scandinavia,region in Northern Europe,158.0
Q1384,New York,state of the United States of America,233.0
Q23406,Red Sea,seawater inlet of the Indian Ocean,167.0
Q7233,Lockheed Corporation,1926-1995 aerospace manufacturer in the United States,39.0
Q27231,East Asia,subregion of Asia,151.0
Q184851,Diego Garcia,British atoll in the Indian Ocean,65.0
Q1377612,European Payments Union,former European organization,10.0
Q178469,Biafra,secessionist state in Nigeria,63.0
Q874682,Shanghai CommuniquÃ©,1972 diplomatic relations agreement between the US and Mainland China,12.0
Q902,Bangladesh,sovereign state in South Asia,309.0
Q72,ZÃ¼rich,"capital of the canton of ZÃ¼rich, Switzerland",179.0
Q83241,Galilee,large region mainly located in northern Israel,90.0
Q5092,Baltimore,"independent city in Maryland, United States",142.0
Q24826,Liverpool,"city in Merseyside, England, United Kingdom",167.0
Q172,Toronto,"capital city of the province of Ontario, Canada",199.0
Q38272,British Isles,group of islands in northwest Europe,114.0
Q40469,Associated Press,multinational nonprofit news agency,78.0
Q2079,Leipzig,most populous city in the German state of Saxony,158.0
Q263686,Southeast Europe,geographic region,49.0
Q1462,Sardinia,autonomous region of Italy,171.0
Q18869,Caucasus,"region in Eurasia bordered on the south by Iran, on the southwest by Turkey, on the west by the Black Sea, on the east by the Caspian Sea, and on the north by Russia",148.0
Q493845,United Press International,international news agency,31.0
Q857063,Citibank,US bank,39.0
Q35600,Ural Mountains,mountain range in Russia,124.0
Q98,Pacific Ocean,"ocean between Asia and Australia in the west, the Americas in the east and Antarctica or the Southern Ocean",250.0
Q34647,Johannesburg,city in South Africa,164.0
Q2090,Nuremberg,city in the German state of Bavaria,144.0
Q1643555,British Honduras,UK possession in Central America between 1862 and 1981,34.0
Q999109,Port Arthur,"small town and former convict settlement on the Tasman Peninsula, in Tasmania, Australia",29.0
Q796411,Italian Army,land warfare branch of Italy's military forces,21.0
Q165198,Cyrenaica,eastern coastal region of Libya,63.0
Q219712,Imperial Japanese Navy,naval branch of the Empire of Japan,46.0
Q4481787,Federal Reserve Bank,Part of the Federal Reserve System,9.0
Q1800288,United States Chamber of Commerce,Chamber of Commerce in the USA,14.0
Q1155502,Ministry of Foreign Affairs of the People's Republic of China,foreign affairs ministry of the People's Republic of China,24.0
Q43456,Soviet Army,1946-1992 ground warfare branch of the Soviet Armed Forces,32.0
Q72818,Haiphong,municipality of Vietnam,78.0
Q496084,Neutral Nations Supervisory Commission,International body charged with overseeing the armistice between North and South Korea.,10.0
Q1968468,National Congress of Chile,legislative branch of the government of the Republic of Chile,19.0
Q5351582,El Mercurio,Ecuadorian newspaper,3.0
Q1324321,El Mercurio,Chilean newspaper,8.0
Q9592,Catholic Church,set of 24 particular churches in communion with the bishop of Rome. Main Catholic and Christian organization,186.0
Q23556,Atlanta,"city in DeKalb and Fulton counties in Georgia, United States, county seat city of Fulton County and Georgia federated state capital city",182.0
Q80389,Kuril Islands,island chain located in Northeast Asia administered by Russia,100.0
Q274918,Grand National Assembly of Turkey,parliament of Turkey,54.0
Q83786,Shimla,"Capital of Himachal Pradesh, India",80.0
Q912979,Northrop,1939â1994 aerospace manufacturer in the United States,28.0
Q3497642,Tangier International Zone,former place in Morocco,15.0
Q66,Boeing,aerospace and defense manufacturer in the United States,95.0
Q8692,Bilbao,municipality and city in Spain,139.0
Q12837,Iberian Peninsula,peninsula located in the extreme southwest of Europe,143.0
Q2336399,Baluchistan,Province of British Empire in India,11.0
Q1113311,Peshawar,"capital of Khyber Pakhtunkhwa Province, Pakistan",98.0
Q607832,People's Liberation Army Air Force,air warfare branch of China's military,33.0
Q702659,Republic of China Air Force,Aviation branch of Taiwan's armed forces,21.0
