WikidataID,itemLabel,en_description,sitelinks
Q408,Australia,country in Oceania,347
Q1281480,Bangladesh Awami League,Bangladeshi political party,37
Q207521,Ethiopian Empire,empire in East Africa (1270â1974),63
Q13924,Adriatic Sea,body of water,138
Q878481,Aegean Islands,islands in the Aegean sea,47
Q4998346,Bureau of African Affairs,U.S. State Department division,3
Q15,Africa,continent on the Earth's northern and southern hemispheres,368
Q222,Albania,country in southeastern Europe,327
Q716342,Allied Commission,control authorities by the Allies to control the defeated Axis countries,9
Q647033,Supreme Headquarters Allied Expeditionary Force,"headquarters of the Commander of Allied forces in north west Europe, from late 1943 until the end of World War II",29
Q1263826,Middle East Command,British Army command defending the Middle East,10
Q698099,Allied Control Council,military occupation governing body of the Allied Occupation Zones in Germany,29
Q687013,World War I reparations,war reparations,16
Q697278,Amami Åshima,"island in Kagoshima, Japan",34
Q8676,American Civil War,1861â1865 civil war in the United States between the North and the South,150
Q2842903,American Cyanamid,defunct American conglomerate (1907â1994),5
Q194360,American Express,American multinational financial services corporation,49
Q464677,American Friends Service Committee,Quaker organization,27
Q465330,American Jewish Congress,association of American Jews organized to defend Jewish interests at home and abroad,9
Q4744734,American Presbyterian Mission,mission agency of the Presbyterian Church (U.S.A.),3
Q66096,United States Senate,upper house of the United States Congress,95
Q469482,American University of Beirut,private university in Lebanon,38
Q6862,Amur,major river in eastern Russia and northeastern China,107
Q186233,Andaman Islands,archipelago in the Bay of Bengal,74
Q19985418,Andrews Air Force Base,U.S. airbase merged in 2009 to become an element of Joint Base Andrews-Naval Air Facility Washington,2
Q842139,Annamite Range,mountains in Vietnam,38
Q28271,Annapolis,"city in and county seat of Anne Arundel County, Maryland, United States, and Maryland federated state capital city",116
Q6269176,Joint Defence and Economic Co-operation Treaty,1950 treaty among the members of the Arab League,2
Q7172,Arab League,organization of Arab states,138
Q628021,Argentine Armed Forces,combined military forces of Argentina,23
Q159273,Arequipa,"city of Peru, capital of Arequipa region",93
Q646190,Argentine National Congress,National legislative body of Argentina,27
Q16240758,Arms Export Control Act,United States law preventing exported weapons from being used for aggressive warfare,2
Q4817280,Atomic Energy Act of 1954,United States federal law that covers nuclear materials and facilities,4
Q2660943,Minister for Foreign Affairs,"Australian ministerial position, responsible for overseeing Department of Foreign Affairs and Trade",4
Q319145,Prime Minister of Australia,Australian head of government,54
Q700918,Austrian Air Force,air warfare branch of Austria's military,19
Q642938,Federal Ministry for European and International Affairs,Austrian federal ministry,7
Q5468294,Federal Minister of Foreign Affairs of Austria,minister for foreign affairs in Austria,9
Q200130,Azad Kashmir,region administered by Pakistan,75
Q25263,Azores,"Atlantic Ocean archipelago, and an autonomous region of Portugal",129
Q467649,B-47 Stratojet,strategic bomber aircraft family by Boeing,37
Q1306563,B-57 Canberra,1953 bomber series by the Glenn L. Martin Company; American-built version of the English Electric Canberra,18
Q729056,North American XB-70 Valkyrie,strategic bomber,34
Q174534,Boeing B-52 Stratofortress,bomber aircraft family by Boeing,65
Q155,Brazil,country in South America,354
Q985,Baden-WÃ¼rttemberg,Land (federal state) in southwestern Germany,173
Q379850,Central Treaty Organization,"Military alliance involving Iran, Iraq, Pakistan, Turkey and the United Kingdom (1955-1979)",45
Q23522,Balkans,geopolitical and cultural region of southeastern Europe,170
Q167759,Baltic Entente,Baltic 1934-1940 cooperation organization,24
Q200772,Baltra Island,island,27
Q170143,Banat,geographical and historical region in Central and Eastern Europe,65
Q711604,Bank of Korea,"the central bank of Colonial Korea, and of South Korea (1909-1950)",11
Q485531,Bank of Korea,central bank,24
Q41573,Bay of Biscay,gulf of the northeast Atlantic Ocean located south of the Celtic Sea,100
Q194364,Bear Island,southernmost island of the Norwegian Svalbard archipelago,61
Q4883023,Belizeans,citizens or residents of Belize,3
Q242,Belize,sovereign state in Central America,256
Q27432,Bethlehem Steel,steel producer and shipbuilder,18
Q1051401,Turkish Straits,Bosporus and Dardanelles straits in Turkey,30
Q1968458,Plurinational Legislative Assembly,Poder ejecutivo de Bolivia,16
Q6866989,Ministry of Foreign Affairs,government ministry of Bolivia dealig with its diplomatic relations,3
Q16981155,Foreign Bondholders Protective Council,,1
Q380992,Maurice BourgÃ¨s-Maunoury,French Prime Minister (1914â1993),24
Q672556,Boxer Protocol,"peace treaty, final agreement between China and eleven countries on compensation for the 1900 riots",25
Q2291067,Brazilian Expeditionary Force,Brazilian forces who fought with the Allies in World War II,18
Q598435,Brazilian Armed Forces,combined military forces of Brazil,27
Q4373983,"Embassy of the United Kingdom, Washington, D.C.",diplomatic mission to the United States,7
Q165862,Royal Air Force,aerial warfare service branch of the British Armed Forces,66
Q407586,Air Ministry,1918-1964 British Government department,14
Q887543,Board of Trade,UK advisory body to the Department for International Trade,9
Q8680,British Empire,dominions of the United Kingdom,139
Q2295068,British Commonwealth Occupation Force,"British Commonwealth taskforce in occupied Japan, 1946â1952",9
Q7785,Commonwealth of Nations,intergovernmental organisation,142
Q1937208,Ministry of War Transport,"UK government department, 1941-1946",3
Q172771,Royal Navy,maritime warfare branch of the United Kingdom's military,66
Q846885,British Overseas Airways Corporation,UK public-sector airline company (1939-1974),28
Q152057,BP,British multinational oil and gas company,61
Q918150,British West Africa,1821â1888 colonial entity in West Africa,21
Q920396,British West Indies,"British territories in the Caribbean, sometimes including former colonies",30
Q5552216,GermanyâUnited Kingdom relations,international diplomacy,10
Q929154,Brookings Institution,American think tank,21
Q155000,Bulgarian Communist Party,political party in Bulgaria between 1919 and 1990,35
Q1813345,Ministry of Foreign Affairs of Bulgaria,Bulgarian Ministry of Foreign Affairs,7
Q121932,People's Republic of Bulgaria,Socialist republic ruled by the Bulgarian Communist Party (1946-1990),47
Q4998366,Bureau of Economic and Business Affairs,Bureau of the United States Department of State,2
Q4998404,Bureau of Near Eastern Affairs,U.S. State Department division,4
Q777074,Communist Party of Burma,underground communist party in Myanmar (Burma),16
Q583107,Fairchild C-119 Flying Boxcar,1947 airlifter family by Fairchild,20
Q16,Canada,sovereign state in North America,362
Q5152221,"Commanding General, United States Army Europe",senior appointment in the United States Army,2
Q2381805,United States Sixth Fleet,numbered fleet of the United States Navy,20
Q1062935,United States Forces Japan,American military command stationed in Japan,11
Q928226,Royal Cambodian Armed Forces,combined military forces of Cambodia,15
Q541355,Minister of Foreign Affairs of Canada,Canadian minister,6
Q5039368,Caribbean Commission,was established to improve the common social and economic problems of the region and deal with wartime issues,1
Q1841,Catholicism,Christian doctrine professed by the Catholic Church,130
Q2631674,Central Bank of Chile,the central bank of Chile,14
Q5060687,Central Daily News,official newspaper of the Kuomintang,5
Q3557,Central Java,"province of Indonesia, on island of Java",78
Q13617,Central Luzon,region of the Philippines,48
Q1058919,Chahar Province,province of the Republic of China,20
Q171328,Charter of the United Nations,1945 foundational treaty of the United Nations,101
Q2963306,Chicago Daily News,American afternoon daily newspaper,8
Q860704,Armed Forces of Chile,Chilean combined military forces,19
Q2119458,Senate of Chile,Upper house of Chile's National Congress,12
Q10876574,China Development Financial Holding Corporation,a Financial Holding Corporation in Taiwan,4
Q1073329,China Merchants Group,Chinese state-owned corporation,8
Q1329619,Civil Aviation Administration of China,People's Republic of China government body overseeing civilian airflight,20
Q848225,"CRRC Changchun Railway Vehicles Co., Ltd.",Chinese rolling stock manufacturer,8
Q4999374,ChinaâMyanmar relations,diplomatic relations between the People's Republic of China and the Republic of the Union of Myanmar,10
Q607832,People's Liberation Army Air Force,air warfare branch of China's military,33
Q200106,Peopleâs Liberation Army,armed forces of the People's Republic of China,73
Q5531667,General Administration of Customs,,5
Q714843,National Revolutionary Army,Nationalist Army of the Republic of China,32
Q249203,People's Bank of China,central bank of the People's Republic of China,42
Q64,Berlin,"federal state, capital and largest city of Germany",309
Q546,Trieste,city and seaport in northeastern Italy,124
Q1741,Vienna,capital of and state in Austria,266
Q505503,Cochinchina,"historical region, southern half or third of Vietnam",33
Q4115107,National Army of Colombia,land warfare branch of Colombia's military,10
Q2398781,Senate of Colombia,Sergio hernandes,14
Q1977883,COMSAT,former U.S. telecommunications company,7
Q5779767,Q5779767,,1
Q4697975,Air Force of the Democratic Republic of the Congo,air warfare branch of the Democratic Republic of the Congo's military,9
Q5160539,Air Force of the Republic of Congo,air warfare branch of the Republic of the Congo's military,6
Q2862841,Congolese Army,ground warfare branch of the Democratic Republic of Congo's military forces,4
Q3076950,Armed Forces of the Democratic Republic of the Congo,combined military forces of the Democratic Republic of the Congo,10
Q11268,United States Congress,bicameral legislature of the United States,104
Q12972989,"Consulate General of the United States, Shanghai",United States diplomatic mission in China,3
Q1386962,Legislative Assembly of Costa Rica,legislative branch of the government of Costa Rica,16
Q1137023,Council of Economic Advisers,US federal government agency,20
Q189946,Western European Union,former international organization and military alliance,50
Q11264,Cuban Revolution,revolution in Cuba culminating in 1959,74
Q371402,Communist Party of Cuba,Communist party in Cuba,56
Q107479292,Cuban Armed Forces,pre-1959 Cuban military,0
Q663472,Revolutionary Armed Forces,combined military forces of Cuba,25
Q229,Cyprus,sovereign state situated on an island in the Eastern Mediterranean Sea,298
Q33946,Czechoslovakia,sovereign state in Central Europe (1918-1992),148
Q829655,Danish West Indies,Danish colony in the Caribbean,33
Q44620,Franz Josef StrauÃ,German politician (1915-1988),44
Q7079202,Office of Defense Mobilization,"was an independent agency of the United States government whose function was to plan, coordinate, direct and control all wartime mobilization activities of the federal government",3
Q5251411,Defense Production Act,United States federal law,10
Q1536750,War Production Board,government agency,11
Q1206712,Development Assistance Committee,OECD committee,12
Q7568,Yogyakarta,city and capital of Yogyakarta Special Region on Java in Indonesia,89
Q5317255,Dutch Caribbean,parts of the Kingdom of the Netherlands located in the Caribbean,18
Q52847,European Economic Community,"international economic organization, 1958-1993",83
Q986,Eritrea,country in the Horn of Africa,272
Q56037,East Berlin,Soviet sector of Berlin between 1949 and 1990,66
Q170541,Eastern Bloc,group of socialist states of Central and Eastern Europe,64
Q3046567,Eastern Telegraph Company,,1
Q736,Ecuador,sovereign state in South America,286
Q2584535,Parliament of Egypt,bicameral legislature of the Arab Republic of Egypt,20
Q3289526,18th Army Group,military unit,7
Q188190,ÃlysÃ©e Palace,official residence of the President of France,62
Q2841860,"Embassy of the United States, Baghdad",United States embassy in Iraq,12
Q20994812,"Embassy of the United States, Caracas",,5
Q30638,Enderbury Island,island in the Pacific Ocean,27
Q257656,Ethiopian National Defense Force,combined military forces of Ethiopia,21
Q3698039,Ethiopian Red Cross Society,,5
Q166546,European Free Trade Association,regional trade organization and free trade area,64
Q108730478,European Central Inland Transport Organization,United Nations agency,1
Q4576,Marshall Plan,American initiative for foreign aid to Western Europe following World War II,81
Q531053,North American F-100 Super Sabre,1953 fighter aircraft family,34
Q724763,Republic F-105 Thunderchief,1955 fighter-bomber aircraft family,34
Q270990,General Dynamics F-111 Aardvark,attack aircraft family by General Dynamics,39
Q153826,F-86 Sabre,1947 fighter aircraft family by North American Aviation,52
Q713750,West Germany,Federal Republic of Germany in the period between its formation on 23 May 1949 and German reunification on 3 October 1990,108
Q14930443,Far East Command,Unified Combatant Command of United States,3
Q313827,Cabinet of the Federal Republic of Germany,executive body of the German Government (part of the Federal Government of Germany),33
Q1033,Nigeria,sovereign state in West Africa,304
Q48742387,United Nations General Assembly Fifth Committee,,2
Q2639539,Ministry for Foreign Affairs,Finnish government ministry,13
Q420837,Firestone Tire and Rubber Company,American tire and rubber company,33
Q17013642,Firestone Natural Rubber Company,,1
Q2824551,presidency of Gerald Ford,38th presidential administration and cabinet of the USA (1974-1977),8
Q5468305,Foreign Policy Association,non-profit organization in the USA,1
Q127031,Taiwan Strait,strait between mainland China and Taiwan,77
Q5471688,Fort Missoula,,3
Q81621,Fort-de-France,French commune; largest and capital city of Martinique,96
Q7888390,United Nations Fourth Committee,,3
Q13474305,Francoist Spain,1939â1975 dictatorial regime which emerged after the Spanish civil war,45
Q1567848,Port of Trieste,port,9
Q21022,French West Indies,French territories in the Caribbean,39
Q320283,Chamber of Deputies,name of several parliamentary bodies of France in the 19th and 20th centuries,9
Q797433,French Guinea,French colony in West Africa (1891-1958); now the country of Guinea,26
Q200038,Dassault Mirage 2000,fighter aircraft family by Dassault,60
Q797214,French Togoland,former French colonial mandate,26
Q16957,German Democratic Republic,"1949â1990 country in central Europe, unified into modern Germany",140
Q321375,Lauris Norstad,American General in the United States Army Air Forces and United States Air Force,10
Q8019813,William W. Momyer,United States general and flying ace,3
Q1934830,Sergei Rudenko,Soviet Air Force general (1904-1990),13
Q154797,Bundestag of Germany,legislature of Germany; parliament,84
Q312526,German Labour Front,labour organization,28
Q81011,Upper Silesia,historical region of Germany and Poland,39
Q16733607,Government of Ghana,government of the republic of Ghana,4
Q12351757,Government of Iceland,government,3
Q5589203,Government of El Salvador,,2
Q326343,Central Tibetan Administration,government-in-exile,41
Q5848651,United States of Venezuela,republic from 1864 to 1953,8
Q7970362,Greek Orthodox Church,Orthodox Christian denominations descended from a Greek cultural tradition,41
Q6017420,Ministry of Foreign Affairs of the Republic of Guatemala,performs diplomatic relations  of the Republic of Guatemala with other states,2
Q1007,Guinea-Bissau,sovereign state in Western Africa,264
Q81611,Gulf of Aqaba,gulf in the Middle East,84
Q958413,Harry Robbins Haldeman,White House Chief of Staff (1926-1993),22
Q72818,Haiphong,municipality of Vietnam,79
Q18345341,Ministry of Foreign Affairs,Haiti,3
Q641943,Hawker Hunter,fighter aircraft family by Hawker,36
Q174158,Hebrew University of Jerusalem,Israeli university in Jerusalem,86
Q652911,Ilyushin Il-28,bomber aircraft family by Ilyushin,39
Q4200853,Indonesians,citizens or residents of Indonesia,22
Q252,Indonesia,"sovereign state in Southeast Asia situated on more than 17,000 islands",327
Q837159,Communist Party of India,A National level Indian political party,42
Q855515,Indonesian National Armed Forces,military forces of Indonesia,26
Q157744,Communist Party of Indonesia,former political party in Indonesia,33
Q125761,International Civil Aviation Organization,"specialized agency of the United Nations, coordinates the international civil aviation regulations and policy",78
Q6049349,International Coffee Agreement,1962 international commodity agreement,5
Q54129,International Labour Organization,United Nations agency dealing with labour issues,88
Q4998390,Bureau of International Organization Affairs,U.S. State Department division,2
Q376150,International Telecommunication Union,specialized agency of the United Nations for information and communication technologies,73
Q6053966,International Tin Council,former organisation for tin producers in Cornwall and Malaysia,3
Q219693,United Nations Trusteeship Council,principal organ of the United Nations for the administration of trust territories,53
Q2443729,Iraqi Air Force,aerial warfare branch of Iraq's armed forces,19
Q1672366,Iraqi Communist Party,political party,17
Q464159,American Export-Isbrandtsen Lines,company,3
Q1431423,Ministry of Foreign Affairs of Israel,runs the diplomatic relations of the State of Israel with other countries,22
Q477273,Istiqlal Party,political party in Morocco,28
Q639912,Istria,peninsula on the Adriatic Sea,71
Q913903,Italian Red Cross,national Red Cross Society in Italy,10
Q66278313,Jammu and Kashmir,union territory administered by India,49
Q1190886,The Japan Times,newspaper,21
Q1673148,United States Congress Joint Economic Committee,committee was established as a part of the Employment Act of 1946,3
Q12223,Kurds,ethnic group in the Middle East,117
Q1148907,State of Katanga,unrecognised historical state in Africa,27
Q57052,Jiangxi,province of China,109
Q240670,Korean People's Army,combined military forces of North Korea,45
Q15176,Guangxi,autonomous region of China,114
Q15175,Guangdong,province of China,119
Q12585,Latin America,region of the Americas where Romance languages are primarily spoken,155
Q1096604,Lao People's Armed Forces,combined military forces of Laos,17
Q207637,Lend-Lease,United States foreign policy during World War II,52
Q358834,"Foreign, Commonwealth and Development Office",Ministry of Foreign Affairs of the United Kingdom,31
Q188515,Los Angeles Times,"American daily newspaper based in El Segundo, California covering the Greater Los Angeles area",58
Q1209676,Mexicans,citizens or residents of Mexico,40
Q96,Mexico,sovereign state in North America,378
Q1093731,Daqing Oil Field,"oil field in Daqing, Heilongjiang",16
Q49108,Massachusetts Institute of Technology,"research university in Cambridge, Massachusetts, United States",100
Q48244,Mein Kampf,autobiographical manifesto by the National Socialist leader Adolf Hitler,98
Q41179,Mekong River,major river in Southeast Asia,108
Q1472842,Mexican Air Force,air warfare branch of the Mexican Army,17
Q2038,FranÃ§ois Mitterrand,21st President of the French Republic (1916-1996),126
Q368858,Mustafa Barzani,Kurdish nationalist,33
Q837,Nepal,sovereign state in South Asia,298
Q16155102,Nigerians,citizens or residents of Nigeria,5
Q48214,Near East,geographical term that roughly encompasses Western Asia,107
Q4504274,Central Bank of Nicaragua,central bank,6
Q6971926,National Council of Poland,consultative and advisory body of the President and Government of the Republic of Poland in exile (1939â1991),2
Q6975210,National Reconciliation Council,,1
Q3141633,National Industrial Recovery Act,"act of US Congress, 1933",9
Q5589267,Government of Nepal,"Legislative, executive and judiciary powers of Nepal",6
Q188161,Dutch East Indies,former Dutch colony in Southeast Asia; after 1949 Indonesia,70
Q158547,Neues Deutschland,German newspaper,27
Q496084,Neutral Nations Supervisory Commission,International body charged with overseeing the armistice between North and South Korea.,11
Q13677,New York Stock Exchange,American stock exchange,80
Q1066835,New York World,newspaper published in New York City from 1860 until 1931,26
Q1969591,National Assembly,unicameral legislature of Nicaragua,16
Q49,North America,continent on the Earth's northwestern quadrant,297
Q877399,North Atlantic Treaty,treaty,52
Q4375957,Government of North Korea,national government of North Korea,9
Q1198,North Rhine-Westphalia,state of Germany,173
Q3936506,People's Army of Vietnam,combined military forces of Vietnam,31
Q309174,Northwest Airlines,"1926â2008 major airline, merged into Delta Air Lines",41
Q2982622,Ministry of Foreign Affairs of Norway,Norway Ministry of Foreign Affairs,10
Q1630740,United States Office of War Information,United States government agency for information and propaganda (1942-1945),14
Q11285120,Legal Adviser of the Department of State,U.S. government position,3
Q9287183,White House Office,entity within the Executive Office of the President of the United States (EOP),8
Q656812,Office of the High Commissioner for Human Rights,United Nations agency,52
Q217981,Allied invasion of Sicily,"1943 military campaign of World War II on the island of Sicily, Italy",46
Q1558713,Cuban Project,CIA anti-Castro effort aka Operation Mongoose,24
Q172913,Lockheed P-38 Lightning,1939 fighter aircraft family by Lockheed,50
Q206409,Curtiss P-40 Warhawk,American WWII fighter,46
Q419,Peru,sovereign state in South America,301
Q4359289,Peruvians,citizens or residents of Peru,21
Q928,Philippines,sovereign state in Southeast Asia,303
Q142965,Portuguese Timor,"Portuguese colony, now known as East Timor (Timor-Leste), an independent country",35
Q2078095,Pakistan Army,ground warfare branch of Pakistan's military,23
Q8681,Pan Am,"1927â1991 airline in the United States, former primary international carrier",53
Q2048917,Panama Canal Authority,Group managing the Panama Canal,10
Q48977522,Panama Canal Department,military unit,1
Q733,Paraguay,sovereign state in South America,288
Q438061,Armed Forces of the Philippines,combined military forces of the Philippines,23
Q1418426,Senate of the Philippines,the upper house of the bicameral legislature of the Philippines,22
Q1026,Poles,West Slavic ethnic group,92
Q152529,Armia Krajowa,Polish resistance movement in World War II German-occupied Poland,46
Q842008,Politburo of the Central Committee of the Communist Party of the Soviet Union,highest policy-making government authority under the Communist Party of the Soviet Union,37
Q1144173,Pribilof Islands,group of islands off the coast of Alaska,26
Q4665021,Abdoel Gaffar Pringgodigdo,Minister of Justice of Indonesia,3
Q1904,Ontario,province of Canada,165
Q16294,Province of Udine,former province of Italy,76
Q7545706,SmithâMundt Act,act regulating State Department broadcasting to foreign & domestic audiences,3
Q93230,Rawalpindi,"city in Punjab, Pakistan",93
Q495345,Republic of Korea Armed Forces,combined military forces of South Korea,34
Q2535173,South Vietnam Air Force,former aerial branch of the Republic of Vietnam Military Forces,16
Q861141,RAND Corporation,American research organization,33
Q2824573,presidency of Ronald Reagan,40th presidential administration and cabinet of the USA (1981-1989),12
Q342451,Red River Delta,region of Vietnam,31
Q171684,Rhee Syng-man,first president of South Korea (1875-1965),83
Q1185174,Rhodesian Front,political party (Formed in 1962; restyled Republican Front in 1981; reconstituted itself as the Conservative Alliance of Zimbabwe in 1985.),15
Q28401904,Rubber Manufacturers Association,,1
Q256121,Romanian Communist Party,communist party in Romania (1921 - 1989),40
Q60995,Russian Orthodox Church,"autocephalous Orthodox Christian church, the largest autocephalous Orthodox church in the world",84
Q1515,Abidjan,city and the former official capital of Ivory Coast,137
Q1519,Abu Dhabi,capital city of the United Arab Emirates,171
Q3761,Accra,capital city of Ghana,177
Q3624,Addis Ababa,capital city of Ethiopia,179
Q131694,Aden,city in Yemen,99
Q34575,Aegean Sea,"part of the Mediterranean Sea, between the Greek mainland, the Turkish mainland, Crete, and Rhodes",134
Q58707,Aeroflot,Russia's flag-carrier airline,71
Q29230,Martti Ahtisaari,Finnish politician and former President of Finland,91
Q1951,Alberta,province of Canada,151
Q135325,Alcoa,producer of aluminum,27
Q262,Algeria,sovereign country in North Africa,321
Q3561,Algiers,capital city of Algeria,187
Q153975,Alitalia,former flag-carrier airline of Italy,53
Q5369972,"Embassy of the United States, Tehran",former United States Embassy,13
Q16641,American Samoa,United States territory in the Pacific Ocean,161
Q3805,Amman,capital of Jordan,178
Q465952,Amoco,"American chemical and oil company, current brand of BP",15
Q727,Amsterdam,capital and most populous city of the Netherlands,256
Q471690,Andean Community,"Free trade area with the objective of creating a customs union comprising the South American countries of Bolivia, Colombia, Ecuador, and Peru",37
Q3640,Ankara,capital of Turkey,223
Q316390,Antigua,island in Antigua and Barbuda,67
Q12892,Antwerp,"municipality in the province of Antwerp, Belgium",146
Q180522,Aqaba,Jordanian coastal city,76
Q31945,Arabian Peninsula,large peninsula in Western Asia,133
Q679322,Saudi Aramco,Saudi Arabian petroleum and natural gas company,53
Q2365041,Argentines,citizens or residents of Argentina,32
Q816,Arizona,state of the United States of America,229
Q399,Armenia,sovereign state in the South Caucasus region of Eurasia,321
Q4301,Arusha,"city in Arusha Region, Tanzania",71
Q48,Asia,"continent on Earth, mainly on the Earth's northeastern quadrant",362
Q3642,Asmara,capital city of Eritrea,154
Q2933,AsunciÃ³n,capital of Paraguay,165
Q1524,Athens,capital city of Greece,259
Q23556,Atlanta,"city in DeKalb and Fulton counties in Georgia, United States, county seat city of Fulton County and Georgia federated state capital city",182
Q7184,NATO,intergovernmental military alliance of Western states,206
Q37100,Auckland,city on the North Island New Zealand,146
Q16559,Austin,"capital of Texas, United States",151
Q1318423,Australians,citizens or residents of Australia,42
Q40,Austria,country in Central Europe,347
Q237534,Austrians,citizens and residents of Austria,66
Q1530,Baghdad,capital city of Iraq,235
Q398,Bahrain,sovereign state in Southwest Asia,279
Q5092,Baltimore,"independent city in Maryland, United States",142
Q181103,Balochistan,region on the Iranian plateau in south-western Asia,68
Q3125978,Bali,province of Indonesia,62
Q3703,Bamako,capital of Mali,167
Q10389,Bandung,"city and capital of West Java, Indonesia",99
Q1861,Bangkok,capital of Thailand,230
Q183231,Bank of England,central bank of the United Kingdom,66
Q806176,Bank of Italy,central bank of Italy,31
Q244,Barbados,sovereign state situated on an island in the Western Atlantic Ocean,250
Q1492,Barcelona,"capital of Catalonia, Spain",225
Q202671,Beagle Channel,strait of Chile and Argentina,43
Q956,Beijing,capital of China,280
Q3820,Beirut,capital of Lebanon,196
Q10686,Belfast,"city of the United Kingdom, capital of Northern Ireland",152
Q31,Belgium,country in western Europe since 1830,346
Q3711,Belgrade,capital of Serbia,212
Q40816,Benghazi,second largest city in Libya,97
Q962,Benin,sovereign state in Africa,278
Q23635,Bermuda,British overseas territory in the North Atlantic Ocean,177
Q70,Bern,"city in Switzerland, capital of the canton of Bern and de facto capital of Switzerland",192
Q66,Boeing,aerospace and defense manufacturer in the United States,97
Q2841,BogotÃ¡,capital city of Colombia,263
Q750,Bolivia,sovereign state in South America,286
Q4357542,Bolivians,citizens or residents of Bolivia,17
Q1156,Mumbai,"capital city and district in Maharashtra, India",211
Q586,Bonn,city in and former capital of Germany,150
Q66047072,"Bortezomib, Selinexor, and Dexamethasone in Patients With Multiple Myeloma",clinical trial,0
Q963,Botswana,sovereign state in Southern Africa,277
Q192517,Boulder,"City in Colorado, United States",73
Q2844,BrasÃ­lia,capital city of Brazil,206
Q82174,BraÈov,"city in BraÈov County, Romania",97
Q1780,Bratislava,capital city of Slovakia,210
Q873625,Brazilians,citizens or residents of Brazil,48
Q3844,Brazzaville,capital of the Republic of the Congo,157
Q24879,Bremen,"city in the Bremen federated state, Germany",150
Q36168,Bridgetown,capital of Barbados,128
Q34932,Brisbane,"capital city of Queensland, Australia",158
Q145,United Kingdom,country in Western Europe,349
Q842438,Britons,"citizens or residents of the United Kingdom of Great Britain and Northern Ireland, British Overseas Territories, Crown Dependencies, and their descendants",57
Q8766,British Airways,flag carrier airline of the United Kingdom,79
Q240,Brussels-Capital Region,federal region of Belgium,119
Q19660,Bucharest,capital and largest city of Romania,221
Q1781,Budapest,capital and largest city of Hungary,246
Q1486,Buenos Aires,capital of Argentina,257
Q3854,Bujumbura,former capital of Burundi,146
Q219,Bulgaria,sovereign state in southeastern Europe,336
Q133255,Bulgarians,South Slavic ethnic group,74
Q162222,Deutsche Bundesbank,central bank of Germany,38
Q56010,Bundeswehr,federal defense forces of Germany and their civil administration and procurement authorities,60
Q836,Myanmar,sovereign state in Southeast Asia,290
Q85,Cairo,capital city of Egypt,242
Q1348,Kolkata,"capital city of West Bengal, India",181
Q36312,Calgary,"city in Alberta, Canada",134
Q99,California,state of the United States of America,262
Q277470,Caltex,petrol brand of Chevron,18
Q424,Cambodia,sovereign state in Southeast Asia,295
Q1009,Cameroon,sovereign state in West Africa,277
Q309202,Camp David,country retreat of the President of the United States,39
Q1196645,Canadians,citizens or residents of Canada,38
Q1011,Cape Verde,sovereign state comprising ten islands off the Western coast of Africa,262
Q5465,Cape Town,"city in the Western Cape, South Africa",188
Q2305815,Capitol Hill,"neighborhood in Washington, D.C., USA",22
Q1533,Caracas,capital of Venezuela,195
Q657461,Cartagena de Indias,Capital of the Colombian department of BolÃ­var,100
Q7903,Casablanca,major city in Morocco,135
Q9592,Catholic Church,set of 24 particular churches in communion with the bishop of Rome,188
Q80504,Nicolae CeauÈescu,"Romanian politician, general secretary of the Romanian Communist Party (1918-1989), head of state of Romania (dictator) (1967-1989)",103
Q27611,Central America,"southernmost region of North America, lying between Mexico and South America and comprising Panama, Costa Rica, Nicaragua, Honduras, El Salvador, Guatemala, and Belize",192
Q379850,Central Treaty Organization,"Military alliance involving Iran, Iraq, Pakistan, Turkey and the United Kingdom (1955-1979)",2
Q27509,Central Europe,region of Europe,155
Q657,Chad,sovereign state in central Africa,282
Q1297,Chicago,"city and county seat of Cook County, Illinois, United States",259
Q43196,Cincinnati,"city in Ohio, United States; county seat of Hamilton County",123
Q7889550,United States Atlantic Command,military unit,4
Q17675706,Civil Aeronautics Board,former agency of the Federal government of the United States,7
Q365,Cologne,"city in North Rhine-Westphalia, Germany",176
Q739,Colombia,sovereign state in South America,341
Q2997267,Colombians,citizens or residents of Colombia,31
Q35381,Colombo,commercial capital of Sri Lanka,146
Q970,Comoros,sovereign state situated on an archipelago in the Indian Ocean off the eastern coast of Africa,254
Q3733,Conakry,capital of Guinea,149
Q6505,Concorde,British-French supersonic airliner,82
Q779,Connecticut,state of the United States of America,208
Q1126518,Conoco Inc.,defunct American petroleum company,15
Q1748,Copenhagen,capital city of Denmark,226
Q800,Costa Rica,country in Central America,276
Q5174946,Costa Ricans,citizens or residents of Costa Rica,10
Q8908,Council of Europe,International organisation founded in 1949,119
Q224,Croatia,country in southeastern Europe,325
Q25279,CuraÃ§ao,"island country in the Caribbean, part of the Kingdom of the Netherlands",143
Q211760,CuliacÃ¡n,capital and largest city in the Mexican state of Sinaloa,65
Q229,Cyprus,sovereign state situated on an island in the Eastern Mediterranean Sea,299
Q245794,Greek Cypriots,ethnic group; Cypriots of Greek ancestry,29
Q3718,Dakar,capital of Senegal,159
Q16557,Dallas,"county seat of Dallas County, Texas; ninth largest city in the United States by population",161
Q3766,Damascus,capital of Syria,215
Q160320,Dammam,"port city in the Eastern Province, Saudi Arabia",78
Q25282,Da Nang,municipality of Vietnam,129
Q1960,Dar es Salaam,city in Tanzania,129
